osm_id,osm_type,lat,lon,access,access:conditional,access:note,addr:city,addr:floor,addr:housenumber,addr:postcode,addr:street,check_date,defibrillator:location,defibrillator:location:de,defibrillator:location:en,description,email,emergency,emergency:phone,fixme,foot,id,indoor,latitude,level,level:ref,longitude,name,note,opening_hours,operator,operator:type,phone,postal_code,ref,source,start_date,survey:date,website,wheelchair
10763310116,node,47.38331,8.54048,,yes @ opening_hours,,,,,,,,"Liftvorplatz, 4.OG;Empfangsbereich 1. OG",,,oranger Koffer,,defibrillator,144,,,node/10763310116,yes,,,,,Eidgenössische Finanzmarktaufsicht FINMA,,Mo-Fr 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
10763310120,node,47.3728784,8.5466038,no,,,,,,,,,"4. OG Sekretariat, bei Kopierstation",,,oranger Koffer,,defibrillator,144,,,node/10763310120,yes,,4,,,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
10763310122,node,47.36628,8.5472,no,,,,,,,,,Druckerraum beim Eingangsbereich,,,oranger Koffer,,defibrillator,144,,,node/10763310122,yes,,,,,Allianz Global Investors AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
10763310125,node,47.36202,8.5164,yes,,,,,,,,,Treppenhaus 1 im 2. Stock;Treppenhaus 2 zwischen 3. & 4. Stock,,,oranger Koffer,,defibrillator,144,,,node/10763310125,yes,,,,,SBS Schweizerische Bibliothek für Blinde,,"Mo-Fr 08:00-12:15, 13:15-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
10770525805,node,47.3842621,8.4883225,yes,,,,,,,,,Katholische Kirche Haupteingang links,,,,,defibrillator,144,,,node/10770525805,yes,,,,,,,Mo-Sa 07:45-19:00; Su 07:45-17:00,Katholische Kirche Heilig Kreuz Zürich Altstetten,,+4144 435 30 70,,,"local_knowledge, defikarte.ch",,,,
10775903405,node,47.3512879,8.5763605,yes,,,,,,,,,"Klinik Hirslanden, Haupteingang, Rezeption",,,,,defibrillator,144,,,node/10775903405,yes,,0,,,,,24/7,Klinik Hirslanden,,,,,,,,,
10781939828,node,47.3741165,8.5281318,,,,,,,,,,"8021 Zürich, Stauffacherstrasse 41",,,während Banköffnungszeiten,,defibrillator,144,,,node/10781939828,yes,,,,,,,Mo-Fr 08:15-16:30,St.Galler Kantonalbank AG,,+41 44 214 36 00,,,"local_knowledge, defikarte.ch",,,,
10797097449,node,47.3623362,8.5967103,,,,,,,,,,,,,,,defibrillator,144,,,node/10797097449,yes,,,,,,,,,,,,,,,,,
10824294905,node,47.3805658,8.534797,,,,,,,,,,Empfang Avadis Vorsorge AG,,,,,defibrillator,144,,,node/10824294905,yes,,6,,,,,Mo-Fr 08:00-17:00,Firma,,+41 58 585 33 55,,,"local_knowledge, defikarte.ch",,,,
10829265005,node,47.3792153,8.5441613,,,,,,,,,,Weinbergstrasse 31,,,während Öffnungszeiten,,defibrillator,144,,,node/10829265005,yes,,3,,,,,Mo-Th 08:00-17:00; Fr 08:00-16:00,Zahnarzt Norbert Faas,,+41 44 252 77 00,,,,,,,
10866875728,node,47.3511639,8.5764265,customers,,,,,,,,,Empfang SportClinic Hirslanden Zürich,,,,,defibrillator,144,,,node/10866875728,yes,,0,,,,,"Mo-Th 08:00-12:00,13:00-17:00; Fr 08:00-12:00,13:00-16:00",SportClinic Zürich GmbH,,+41 44 387 29 77,,,,,,,limited
10866880152,node,47.3504595,8.5765675,yes,,,,,,,,,Klinik Hirslanden Parkhaus,,,,,defibrillator,144,,,node/10866880152,yes,,-2,,,,,24/7,Klinik Hirslanden Zürich,,+41 44 387 21 11,,,,,,,limited
10866933505,node,47.3589291,8.5518265,yes,,,,,,,,,CHIROMED Praxis im Seefeld,,,Während der Öffnungszeiten verfügbar,,defibrillator,144,,,node/10866933505,yes,,1,,,,,Mo-Fr 08:00-16:00,Praxis,,+41432051111,,,"local_knowledge, defikarte.ch",,,,
10898737505,node,47.4239064,8.549552,,,,,,,,,,Johnson Matthey & Brandenberger AG,,,während den Öffnungszeiten verfügbar (alarmgesichert),,defibrillator,144,,,node/10898737505,yes,,2,,,,,Mo-Fr 07:00-17:30,Johnson Matthey & Brandenberger AG,,+41443071954,,,"local_knowledge, defikarte.ch",,,,
10910676160,node,47.3912272,8.4687365,yes,,,,,,,,,Korridor vor der Cafeteria,,,oranger Koffer,,defibrillator,144,,,node/10910676160,yes,,,,,Alters- Und Pflegezentrum Herrenbergli,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
10910676171,node,47.36899,8.53974,,,,,,,,,,Cafeteria 2.OG,,,oranger Koffer,,defibrillator,144,,,node/10910676171,yes,,2,,,Banque Internationale à Luxembourg (Suisse) SA,,"Mo-Fr 09:00-12:00, 13:30-16:30",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
10910676178,node,47.38924,8.52494,no,,,,,,,,,Sanitätszimmer,,,oranger Koffer,,defibrillator,144,,,node/10910676178,yes,,,,,Migros-Genossenschafts-Bund,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
10926286805,node,47.3636696,8.5127254,,,,,,,,,,,,,,,defibrillator,144,,,node/10926286805,yes,,10,,,,,Mo-Fr 08:00-17:00,Husqvarna Schweiz AG,,+41 44 533 35 11,,,,,,,
10942057905,node,47.4033454,8.5471487,yes,,,,,,,,2026-02-01,Schaffhauserstrasse 239,,,Während Öffnungszeiten verfügbar,,defibrillator,144,,,node/10942057905,yes,,2,,,,,Mo-Fr 07:30-18:30,Interkantonale Hochschule für Heilpädagogik (HfH),,+41 44 317 11 11,,,"local_knowledge, defikarte.ch",,,,
10956687975,node,47.3844719,8.490798,,,,,,,,,,,,,,,defibrillator,144,,,node/10956687975,no,,,,,,,,,,,,,,,,,
10956763693,node,47.3728017,8.5225569,private,,,,,,,,,im Treppenhaus bei der Ausbildung,,,,,defibrillator,144,,,node/10956763693,,,,,,,,,VBZ,,,,,,,,,
10958986005,node,47.377818,8.5339338,yes,,,,,,,,,"Pädagogische Hochschule Zürich in den Gebäuden LAA, LAB und LAC im Eingangsbereich",,,während der Öffnungszeiten verfügbar,,defibrillator,144,,,node/10958986005,yes,,2,,,,,"Mo-Fr 07:00-22:00, Sa 07:00-17:00",Kanton Zürich,,+41 43 305 5555,,,"local_knowledge, defikarte.ch",,,,yes
10977176305,node,47.4160989,8.5435599,permissive,,,,,,,,,Im Erdgeschoss / Sanitätsraum,,,,,defibrillator,144,,,node/10977176305,yes,,0,,,,,Mo-Fr 08:00-17:00,AOZ - Asylorganisation Zürich,,+41 44 415 65 00,,,"local_knowledge, defikarte.ch",,,,
10978201805,node,47.3790352,8.4871423,,,,,,,,,,Schulhaus Freilager Eingang bei Sporthalle und Lernschwimmbecken,,,Während den Schulzeiten exkl. Schulferien und Feiertage,,defibrillator,144,,,node/10978201805,yes,,0,,,,,Mo-Fr 08:00-22:00,Volksschule der Stadt Zürich,,+41 44 413 88 67,,,"local_knowledge, defikarte.ch",,,,
10978391106,node,47.3775967,8.5007411,,,,,,,,,,Eingang rechts,,,,,defibrillator,144,,,node/10978391106,yes,,,,,,,Mo-Fr 08:00-17:00,AOZ - Asylorganisation Zürich,,+41 44 415 65 00,,,"local_knowledge, defikarte.ch",,,,
10978424705,node,47.378661,8.5066366,,,,,,,,,,Restaurant Paprika,,,,,defibrillator,144,,,node/10978424705,yes,,1,,,,,Mo-Fr 09:00-15:00,AOZ - Asylorganisation Zürich,,+41 44 415 60 60,,,"local_knowledge, defikarte.ch",,,,
10978855607,node,47.4130062,8.5472828,no,,,,,,,,,OCT: S 10.001 ETH Meeting Center,,,"über Alarmzentrale 24h verfügbar, ansonsten während Betriebszeiten",,defibrillator,144,,,node/10978855607,yes,,14,,,,,,ETH Zürich,,+41 44 342 11 88,,,"local_knowledge, defikarte.ch",,,,
10984543689,node,47.3507235,8.5757558,yes,,,,,,,,,Klinik Hirslanden Foyer,,,,,defibrillator,144,,,node/10984543689,yes,,,,,,,24/7,Klinik Hirslanden Zürich,,+41443872111,,,,,,,
11031902715,node,47.40168,8.501051,private,,,,,,,,,Im Treppenhaus QW / ID Högg,,,,,defibrillator,144,,,node/11031902715,yes,,,,,,,24/7,,,,,,,,,,limited
11031904715,node,47.4125857,8.5686512,private,,,,,,,,,Parterre im Treppenhaus,,,,,defibrillator,144,,,node/11031904715,yes,,0,,,,,24/7,,,,,,,,,,limited
11036848305,node,47.3973179,8.493526,,,,,,,,,,Meierweisenstrasse 20,,,Grüne Box im Bürogang beim Kopierer,,defibrillator,144,,,node/11036848305,yes,,-1,,,,,Mo-Fr 08:00-16:00,Baugenossenschaft Frohes Wohnen Zürich,,+41433363535,,,"local_knowledge, defikarte.ch",,,,
11037266733,node,47.4134581,8.5548186,yes,,,,,,,,,Empfang,,,,,defibrillator,144,,,node/11037266733,yes,47.41345811,,,8.554818641000001,Funk Insurance Brokers AG,,"Mo-Fr 08:00-12:00, 13:00-17:00",Lifetec AG,,+41 800 122 144,,,,,,,
11037266745,node,47.4110596,8.552195,yes,,,,,,,,,Beim Portier,,,,,defibrillator,144,,,node/11037266745,yes,47.41105958,,,8.552194976,Aktiengesellschaft Hallenstadion Zürich,,Mo-Fr 08:00-18:00,Lifetec AG,,+41 800 122 144,,,,,,,
11037266746,node,47.3761169,8.5404859,yes,,,,,,,,,"Empfangsbereich (EG, Backoffice)",,,,,defibrillator,144,,,node/11037266746,yes,47.3761169,,,8.540485858,VISCHER AG,,Mo-Fr 08:00-18:00,Lifetec AG,,+41 800 122 144,,,,,,,
11037266747,node,47.3681341,8.5403749,no,,,,,,,,,"2.OG, Büro",,,,,defibrillator,144,,,node/11037266747,yes,47.36813411,,,8.540374879,Frankfurter Bankgesellschaft (Schweiz) AG,,Mo-Fr 09:00-16:30,Lifetec AG,,+41 800 122 144,,,,,,,
11037266755,node,47.39359,8.50934,no,,,,,,,,,3.OG gegenüber Lift,,,,,defibrillator,144,,,node/11037266755,yes,47.39359,,,8.50934,Worldline Schweiz AG,,Mo-Fr 08:00-17:00,Lifetec AG,,+41 800 122 144,,,,,,,
11037266756,node,47.39353,8.50946,no,,,,,,,,,1.OG gegenüber Lift,,,,,defibrillator,144,,,node/11037266756,yes,47.39353,,,8.50946,Worldline Schweiz AG,,Mo-Fr 08:00-17:00,Lifetec AG,,+41 800 122 144,,,,,,,
11037266764,node,47.38096,8.53283,no,,,,,,,,,"Grossraumbüro, Richtung Innenhof",,,,,defibrillator,144,,,node/11037266764,yes,47.38096,,,8.53283,Profond Vorsorgeeinrichtung,,,Lifetec AG,,+41 800 122 144,,,,,,,
11037266769,node,47.36352,8.51269,yes,,,,,,,,,"Büro Empfang, 4.OG",,,,,defibrillator,144,,,node/11037266769,yes,,4,,,CMS von Erlach Partners AG,,Mo-Fr 08:00-19:00,Lifetec AG,,+41 800 122 144,,,,,,,
11037266776,node,47.39111,8.46848,no,,,,,,,,,Korridor vor der Cafeteria,,,,,defibrillator,144,,,node/11037266776,yes,47.39111,,,8.46848,Alters- Und Pflegezentrum Herrenbergli,,,Lifetec AG,,+41 800 122 144,,,,,,,
11037884706,node,47.3872283,8.5511194,yes,,,,,,,,,rechts vom Eingang,,,,,defibrillator,144,,,node/11037884706,no,,0,d,,,,24/7,Stiftung Alterssiedlung Hadlaub,,+41 75 402 25 00,,,,,,,
11038060210,node,47.3972808,8.4935362,,,,,,,,,,Meierwiesenstrasse 20,,,Korridor Büro,,defibrillator,144,,,node/11038060210,yes,,-1,,,,,Mo-Fr 08:00-16:00,Baugenossenschaft Frohes Wohnen,,+41 43 336 35 35,,,,,,,
11038060211,node,47.3644284,8.5309862,yes,,,,,,,,,"Bahnhof Zürich Enge, neben SBB Schalter",,,Erreichbar solange Bahnhof geöffnet ist.,,defibrillator,144,,,node/11038060211,yes,,0,,,,,,SBB,,,,,,,,,
11038063505,node,47.377099,8.543635,,,,,,,,,,"Hotel Central Plaza, Reception",,,,,defibrillator,144,,,node/11038063505,yes,,0,,,,,Mo-Su 07:00-22:00,Hotel Central Plaza,,+41 44 256 56 56,,,"local_knowledge, defikarte.ch",,,,
11038063606,node,47.4109986,8.5320854,,,,,,,,,,Velowerkstatt Züri rollt,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/11038063606,yes,,,,,,,,"AOZ, Asylorganisation Zürich",,+41 44 281 05 16,,,"local_knowledge, defikarte.ch",,,,
11038063814,node,47.3730878,8.5347127,yes,,,,,,,,,"Löwenstrasse 2, links nach Eingang",,,,,defibrillator,144,,,node/11038063814,yes,,0,,,,,Mo-Fr 06:30-19:00,,,,,,,,,,
11038063831,node,47.3774187,8.5118133,,,,,,,,,,Zurich HelpPoint Zürich City,,,während den Öffnungszeiten verfügbar,,defibrillator,144,,,node/11038063831,yes,,,,,,,Mo-Fr 07:00-18:00,Zürich Versicherungs-Gesellschaft AG,,+41800808080,,,"local_knowledge, defikarte.ch",,,,
11038063834,node,47.4141387,8.5549325,,,,,,,,,,SkyKey,,,,,defibrillator,144,,,node/11038063834,yes,,,,,,,24/7,Zürich Versicherungs-Gesellschaft AG,,+41446285208,,,"local_knowledge, defikarte.ch",,,,
11043368085,node,47.4089829,8.5492671,no,,,,,,,,,2 Stock,,,,,defibrillator,144,,,node/11043368085,yes,,,,,,,,ewz,,,,,,,,,
11044212505,node,47.3710939,8.5586607,,,,,,,,,,Kantonales Labor Zürich,,,Während der Öffnungszeiten verfügbar,,defibrillator,144,,,node/11044212505,yes,,1,,,,,"Mo-Fr 08:00-11:45,13:00-16:30",Kanton,,+41 43 244 71 00,,,"local_knowledge, defikarte.ch",,,,
11049817780,node,47.3712781,8.5325785,customers,,,,,,,,,Im Bad neben Eingang / In pool area next to entrance,,,,,defibrillator,144,,,node/11049817780,no,,0,,,,,"Mo-Su 11:00-18:30,19:30-24:00; Sa 11:00-18:00,19:30-24:00",Männerbad Schanzengraben,,+41 44 211 95 94,,,,,,,limited
11052903105,node,47.4139209,8.551349,yes,,,,,,,,,Empfang SMG,,,Richtung Empfang und dan gleich nach der Türe links. Nur wären Bürozeiten,,defibrillator,144,,,node/11052903105,yes,,16,,,,,08:00 - 11:45 ,Swissmarketplace,,+41792327441,,,"local_knowledge, defikarte.ch",,,,
11063400232,node,47.3587581,8.5911444,yes,,,,,,,,,Witikonerstrasse 356 8053 Zürich,,,jederzeit verfügbar,,defibrillator,144,,,node/11063400232,no,,0,,,,,24/7,ref Kirche Witikon,,+41 79 247 35 28,,,"local_knowledge, defikarte.ch",,,,
11065087805,node,47.3930801,8.4909672,,,,,,,,,,Im Bürogebäude,,,während Öffnungszeiten verfügbar,,defibrillator,144,,,node/11065087805,yes,,,,,,,,AOZ - Asylorganisation Zürich,,+41 44 415 60 90,,,"local_knowledge, defikarte.ch",,,,
11085613905,node,47.390731,8.5183264,private,,,,,,,,,Dentsu / Merkle Office (via Empfang zugänglich),,,"In Büroräumlichkeiten, links von der Bar, markiert",,defibrillator,144,,,node/11085613905,yes,,1,,,,,"Mo-Fr 08:30-12:00, 13:00-17:00",Dentsu,,,,,,,,,
11118397005,node,47.4127265,8.5589557,,,,,,,,,,Riedgrabenweg 148,,,0,,defibrillator,144,,,node/11118397005,yes,,0,,,,,Mo-Fr 07:00-16:30,ERZ Werkhof,,,,,,,,,
11121313505,node,47.3832198,8.4989478,yes,,,,,,,,,Badenerstrasse 551,,,,,defibrillator,144,,,node/11121313505,no,,4,,,,,,,,+41 44 493 59 51,,,,,,,
11155789406,node,47.3645068,8.524366,no,,,,,,,,,"B2 Hotel, Brandschenkestrasse 152",,,24h verfügbar,,defibrillator,144,,,node/11155789406,yes,,,,,,,,Turicum Systems Hotels,,+41445676767,,,"local_knowledge, defikarte.ch",,,,
11169526141,node,47.3571457,8.5505972,,,,,,,,,,,,,,,defibrillator,144,,,node/11169526141,yes,,1,,,,,Mo-Fr 08:00-17:00,Belvédère Asset Management,,+41432447777,,,,,,,
11174485037,node,47.3792313,8.4872282,,,,,,,,,,"Schule Freilager, Eingang SÜD (Schwimmbad)",,,während den Öffnungszeiten verfügbar,,defibrillator,144,,,node/11174485037,yes,,,,,,,Mo-Su 07:55-22:00,Schule Freilager,,+41444163661,,,"local_knowledge, defikarte.ch",,,,
11187199437,node,47.4148212,8.5361195,,,,,,,,,,"Toro 1 building, 1st floor, reception desk Hitachi Energy Ltd",,,,,defibrillator,144,,,node/11187199437,yes,,1,,,,,Mo-Fr 08:00-17:00,Company,,+41 58 588 60 41,,,"local_knowledge, defikarte.ch",,,,
11189840121,node,47.3766696,8.5532323,,,,,,,,,,"10 meters in, to the left. In the entrance lobby.",,,,,defibrillator,144,,,node/11189840121,yes,,0,,,,,,,,,,,,,2023-09-14,,
11218762259,node,47.3885039,8.5212785,permissive,,,,,,,,,"AVANTEC AG, 3rd floor",Regal in der Garderobe,Shelf in the wardrobe,,,defibrillator,144,,,node/11218762259,yes,,3,,,,,Mo-Fr 08:00-18:00,AVANTEC AG,,+41 44 457 13 13,,,,,,,yes
11230586644,node,47.3584299,8.5189755,,,,,,,,,,dynamic body personal training Studio,,,während den Öffnungszeiten verfügbar,,defibrillator,144,,,node/11230586644,yes,,0,,,,,Mo-Sa 09:00-21:00,Kleingewerbe,,+41 44 461 09 40,,,,,,,
11230586851,node,47.3586631,8.5191174,,,,,,,,,,dxnamic body personal training Studio,,,während den Öffnungszeiten verfügbar,,defibrillator,144,,,node/11230586851,yes,,0,,,,,Mo-Sa 09:00-21:00,Kleingewerbe,,+4144 461 09 40,,,,,,,
11233196219,node,47.3516068,8.4901893,private,,,,,,,,,Fernsehturm Uetliberg,,,,,defibrillator,144,,,node/11233196219,yes,,0,,,,,24/7,Swisscom,,,,,,,,,limited
11233262353,node,47.377419,8.5392481,yes,,,,,,,,,Perron SZU,,,,,defibrillator,144,,,node/11233262353,yes,,-2,,,,,24/7,Sihltal Zürich Uetliberg Bahn SZU AG,,+41 44 206 45 11,,,,,,,limited
11235986751,node,47.384825,8.5721362,,,,,,,,,,Menschenaffen Haus Zoo  ersetzt den Standort im Löwenhaus (da dort 2 Jahre Baustelle !!!),,,Während Oeffnungszeiten für Besucher,,defibrillator,144,,,node/11235986751,yes,,0,,,,,Mo-Su 09:00-18:00,Zoo Zürich AG,,+41 44 254 28 00,,,"local_knowledge, defikarte.ch",,,,
11238699637,node,47.3594708,8.5724978,yes,,,,,,,,,Klusplatz,,,,,defibrillator,144,,,node/11238699637,yes,,1,,,,,24/7,Blindenheim Mühlehalde,,,,,,,,,
11257020237,node,47.3912317,8.4771806,yes,,,,,,,,,"Farbhofstrasse 21, 8048 Zürich;1. Stock, Firma Sonio AG, im Eingangsbereich gegenüber der Eingangstüre",,,während Büroöffnungszeiten verfügbar,,defibrillator,144,,,node/11257020237,yes,,1,,,,,Mo-Fr 08:00-17:00,Sonio AG,,+41 44 434 22 22,,,"local_knowledge, defikarte.ch",,,,
11271570669,node,47.3775168,8.4957469,,,,,,,,,,Beim Empfang,,,,,defibrillator,144,,,node/11271570669,yes,,0,,,,,Mo-Fr 07:00-18:00,"Organisation und Informatik, Stadt Zürich",,+41 44 412 56 20,,,"local_knowledge, defikarte.ch",,,,
11275503569,node,47.3829071,8.542388,permissive,,,,,,,,,Obstgartenstrasse 19,,,auf der Garderobe am Eingang,,defibrillator,144,,,node/11275503569,yes,,3,,,,,Mo-Fr 08:00-18:00,Pensimo Management AG,,+41445180200,,,,,,,
11277208570,node,47.3766946,8.5407056,,,,,,,,,,Bahnhofplatz 3,,,während der Öffnungszeiten,,defibrillator,144,,,node/11277208570,no,,4,,,,,Mo-Fr 07:00-20:00,medizinisch radiologisches Institut (MRI),,+41 44 225 20 90,,,"local_knowledge, defikarte.ch",,,,
11277220369,node,47.3658531,8.5481038,,,,,,,,,,Goethestrasse 18,,,während der Öffnungszeiten,,defibrillator,144,,,node/11277220369,no,,0,,,,,Mo-Fr 07:00-20:00,medizinisch radiologisches Institut (MRI),,+41 44 226 20 90,,,"local_knowledge, defikarte.ch",,,,
11277227975,node,47.3810423,8.5571267,,,,,,,,,,Toblerstrasse 51,,,während der Öffnungszeiten,,defibrillator,144,,,node/11277227975,no,,0,,,,,Mo-Fr 07:00-20:00,medizinisch radiologisches Institut (MRI),,+41 44 257 20 90,,,"local_knowledge, defikarte.ch",,,,
11277228971,node,47.3514012,8.5731927,,,,,,,,,,Lenghalde 2,,,während der Öffnungszeiten,,defibrillator,144,,,node/11277228971,no,,,,,,,Mo-Fr 07:00-20:00,medizinisch radiologisches Institut (MRI),,+41 44 542 20 90,,,"local_knowledge, defikarte.ch",,,,
11281390446,node,47.3774761,8.5695423,,,,,,,,,,,,,,,defibrillator,144,,,node/11281390446,yes,,,,,,,,,,,,,,,2023-10-22,,
11290913169,node,47.3898216,8.4932343,yes,,,,,,,,,"Im Treppenhaus vom SBB Svjulungszentrum rechts vom Treppenaufgang, gegenüber vom Lift.",,,,,defibrillator,144,,,node/11290913169,yes,,0,,,,,,SBB,,,,,,,,,yes
11293205169,node,47.3774913,8.5249561,permissive,,,,,,,,,"Im Haupteingang links auf Kopfhöhe an der Wand im Schulhaus Kern, Kernstrasse 45, 8004 Zürich",,,Während Schulbetrieb offen und während Schulferien/Feiertage teils geschlossen.,,defibrillator,144,,,node/11293205169,no,,0,,,,,Mo-Fr 07:00-18:00; PH off; SH off,Schule Aussersihl,,+41 44 413 21 13,,,"local_knowledge, defikarte.ch",,,,
11303232271,node,47.3655706,8.49758,yes,,,,,,,,,Stadtspital Triemli ,,,Haus 1 Restaurant für Patienten ,,defibrillator,144,,,node/11303232271,yes,,1,,,,,24/7,Stadtspital Triemli ,,+41444161111,,,,,,,
11309365969,node,47.351421,8.5321757,,,,,,,,,,"Praxis Dr.med. Anja Fäh, Cardiopark AG",,,,,defibrillator,144,,,node/11309365969,yes,,0,,,,,Mo-Fr 08:00-18:00,"Praxis Dr.med. Anja Fäh, Cardiopark AG",,+41442018020,,,,,,,
11330537269,node,47.3647532,8.5956371,yes,,,,,,,,,in der Looren 47 Eingang Tiefgarage,,,,,defibrillator,144,,,node/11330537269,no,,0,,,,,24/7,STEG i d Looren 35-53,,+41 44 382 00 91,,,,,,,
11333006869,node,47.414011,8.5614767,yes,,,,,,,,,Mittlerer Pavillon Schule Leutschenbach,,,"erster Türe links, im Büro des Horts",,defibrillator,144,,,node/11333006869,yes,,0,,,,,Mo-Fr 11:00-18:00,Schule Leutschenbach,,+41 44 413 08 10,,,,,,,limited
11333012469,node,47.4136325,8.5607425,yes,,,,,,,,,Kindergarten Leutschenbach 2,,,an der Wand beim Eingang rechts,,defibrillator,144,,,node/11333012469,yes,,0,,,,,Mo-Fr 08:00-14:40,Schule Leutschenbach,,+41 44 413 08 10,,,,,,,limited
11348207269,node,47.4138374,8.5517621,,,,,,,,,,Near front Desk,,,MO to FR,,defibrillator,144,,,node/11348207269,yes,,,,,,,Mo-Fr 08:00-17:00,Company Tata Consultancy Services Switzerland Ltd,,+41448324700,,,"local_knowledge, defikarte.ch",,,,
11351257390,node,47.3587581,8.5200988,no,,,,,,,,,im Sanitätszimmer E0.09,,,,,defibrillator,144,,,node/11351257390,yes,,,,,,,,DZZ Druckzentrum Zürich AG,,,,,,,,,
11355728069,node,47.3328787,8.5161093,yes,,,,,,,,,Reformierte Kirche Zürich Leimbach,,,Während der Öffnungszeiten zugänglich.,,defibrillator,144,,,node/11355728069,yes,,0,,,,,Mo - Su 08:00 - 17:00,Evang. -ref. Kirchgemeinde Zürich,,+41 44 481 27 17,,,"local_knowledge, defikarte.ch",,,,
11383562069,node,47.4105902,8.5432591,no,,,,,,,,,adliswil,,,,,defibrillator,144,,,node/11383562069,no,,,,,,,,,,,,,,,,,
11394056869,node,47.4114942,8.5406447,,,,,,,,,,Elias-Canetti-Strasse 7,,,Available during opening time,,defibrillator,144,,,node/11394056869,yes,,0,,,,,Mo-Fr 08:00-17:00,Railpool GmbH - Zwiegniederlassung ZH,,+41432178201,,,,,,,
11403674670,node,47.3890018,8.4754908,yes,,,,,,,,,"Baugenossenschaft Halde Zürich
Schlierenberg 22
An Fassade vor Hauseingängen
1344LTS",,,,,defibrillator,144,,,node/11403674670,no,,,,,,,,Lifetec Ag Schweiz,,+41 800 122 144,,,"local_knowledge, defikarte.ch",,,,
11403688369,node,47.3883408,8.4750187,yes,,,,,,,,,Chriesiweg 1,,,,,defibrillator,144,,,node/11403688369,no,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,
11403704869,node,47.3883299,8.4750134,yes,,,,,,,,,"Baugenossenschaft Halde Zürich
Chriesiweg 1
An Fassade, links von Eingang
1343LTS",,,Grüner Kasten /  Koffer Orange,,defibrillator,144,,,node/11403704869,no,,,,,,,24/7,Lifetec AG Schweiz,,,,,"local_knowledge, defikarte.ch",,,,
11406161969,node,47.3876615,8.4764643,yes,,,,,,,,,"Aussen an der Wand vom Genossenschaftslokal BG Halde, Eugen Huber-Str. 100, 1342LTS",,,Grüner Kasten / Koffer Orange,,defibrillator,144,,,node/11406161969,no,,,,,,,24/7,Lifetec AG Schweiz,,+41 800 122 144,,,,,2024-06-07,,
11437253569,node,47.3818466,8.4885693,yes,,,,,,,,,Neben dem Eingang zum Restaurant Rauti,,,während der Öffnungszeiten,,defibrillator,144,,,node/11437253569,yes,,0,,,,,Mo -Fr 08:00 - 17:00,Stiftung RgZ,,,,,"local_knowledge, defikarte.ch",,,,
11486139194,node,47.4117471,8.538968,private,,,,,,,,,Halle 550,,,,,defibrillator,144,,,node/11486139194,yes,,0,,,,,24/7,Migros-Genossenschafts-Bund,,+41 58 543 95 50,,,,,,,limited
11510563569,node,47.3937086,8.4891601,,,,,,,,,,Max-Högger-Strasse 6,,,Beim Empfang Links,,defibrillator,144,,,node/11510563569,yes,,5,,,,,Mo-Fr 8:00-17:00,,,+41444211919,,,,,,,
11550576569,node,47.4159029,8.5453409,,,,,,,,,,BSFH Berufsfachschule,,,Während der Öffnungszeiten verfügbar,,defibrillator,144,,,node/11550576569,no,,2,,,,,Mo-Fr 8:00-17:00,BSFH Berufsfachschule,,+41 44 302 06 00,,,"local_knowledge, defikarte.ch",,,,
11579506069,node,47.3914201,8.4875429,permissive,,,,,,,,,Activ Fitness,,,Während Öffnungszeiten Active Fitness,,defibrillator,144,,,node/11579506069,yes,,0,,,,,Mo-Fr 06:30-22:00; Sa-Su 09:00-18:00,,,,,,,,,,
11623055269,node,47.3763386,8.5392494,yes,,,,,,,,,Schützengasse 15,,,an der Rezeption,,defibrillator,144,,,node/11623055269,yes,,0,,,,,24/7,Hotel St.Gotthard,,+41442277700,,,,,,,
11626263469,node,47.4053076,8.5730708,,,,,,,,,,Zahnmedizin Zürich Nord,,,während Öffnungszeiten,,defibrillator,144,,,node/11626263469,yes,,0,,,,,Mo-Th 07:00-19:30; Fr 07:00-17:30,Geschäft,,+41443251505,,,,,,,
11640683353,node,47.3915535,8.515036,no,,,,,,,,,1.OG Korridor,,,Oranger Koffer,,defibrillator,144,,,node/11640683353,yes,,1,,,ZHAW Zürich Campus Zentrum Toniareal,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,
11648626745,node,47.3674833,8.5447294,yes,,,,,,,,,"Im Eingang Bellevueplatz 5, rechts in die Wand eingebaut, grün umrahmt.",,,,,defibrillator,144,,,node/11648626745,yes,,,,,,,,,,,,,,,,,
11648860969,node,47.4196162,8.5483772,,,,,,,,,,Gesundhaus Falken Apotheke AG,,,Während Öffnungszeiten der Apotheke verfügbar,,defibrillator,144,,,node/11648860969,yes,,0,,,,,Mo-Sa 8:00-20:00,Gesundhaus Falken Apotheke AG,,+41 44 308 80 10,,,"local_knowledge, defikarte.ch",,,,
