osm_id,osm_type,lat,lon,access,access:conditional,access:note,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,contact:phone,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,description,emergency,emergency:amenity,emergency:phone,emergency_telephone_code,entrance,fixme,id,image,image:license,indoor,latitude,layer,level,longitude,name,opening_hours,operator,operator:wikidata,operator:wikipedia,phone,postal_code,ref,source,support,wheelchair
9327362718,node,46.7925493,9.3371867,yes,,,,,,,,,,Gemeindehaus,,,,defibrillator,,144,,,,node/9327362718,,,no,,,,,,24/7,Gemeinde Safiental,,,,,,,,
9327362719,node,46.7466429,9.3385479,yes,,,,,,,,,,Beim Volg-Laden,,,,defibrillator,,144,,,,node/9327362719,,,no,,,,,,24/7,Gemeinde Safiental,,,,,,,,
9327362720,node,46.6247295,9.2760913,yes,,,,,,,,,,Wäscheküche,,,,defibrillator,,144,,,,node/9327362720,,,no,,,,,,24/7,Beda Kurath,,,,,,,,
9327362721,node,46.6777793,9.3153673,yes,,,,,,,,,,KWZ,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9327362721,,,no,,,,,,,KWZ,,,,,,,,
9327362722,node,46.6836911,9.3165176,yes,,,,,,,,,,Gemeindehaus,,,,defibrillator,,144,,,,node/9327362722,,,no,,,,,,24/7,Gemeinde Safiental,,,,,,,,
9398435165,node,46.8441821,9.4766544,yes,,,,,,,,,,Der Defibrillator befindet sich an der Mauer links beim Eingang zu Doppelturnhalle.,,,,defibrillator,,144,,,,node/9398435165,,,,,,0,,,24/7,Reavita AG,,,+41 79 653 76 64,,,,,yes
9422029017,node,46.8656797,9.8856126,,,,,,,,,,,Sportanlage Arena,,,während der Öffnungszeit verfügbar,defibrillator,,144,,,,node/9422029017,,,yes,,,,,,09:00-21:00,Gemeinde Klosters,,,,,,,,
9437185108,node,46.9712556,9.5511639,,,,,,,,,,,Einfahrt/Anmeldung,,,,defibrillator,,144,,,,node/9437185108,,,yes,,,,,,Mo-Fr 07:00-17:00,Armin Walser,,,+41 81 553 50 02,,,,,
9437205322,node,46.9144769,9.7753268,,,,,,,,,,,In Arztpraxis 1. Stock Notfallzimmer,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9437205322,,,yes,,,,,,,Gruppenpraxis Küblis,,,+41 81 300 30 50,,,,,
9437222242,node,46.9581641,9.5547661,,,,,,,,,,,Im EG Bürotrakt,,,,defibrillator,,144,,,,node/9437222242,,,yes,,,,,,Mo-Fr 07:00-17:00,"INTEGRA Biosciences, Betriebssanität",,,+41812869530,,,,,
9441863117,node,46.7825081,9.6825805,yes,,,,,,,,,,"Parkhaus Ochsenbühl
Wand bei Ticketautomat",,,,defibrillator,,144,,,,node/9441863117,,,no,,,,,,24/7,Gemeinde,,,,,,,,
9447062074,node,46.8545276,10.0414603,yes,,,,,,,,,,im Haupthaus,,,Der Standort des Defibrillators ist in einer SAC Hütte auf 2341m.ü.M. Es führt keine Strasse zur Hütte. Ab der Alp Sadrasca führt ein 2h Fussweg (700 Höhenmeter) zur Hütte. Eine allfällige Rettung wird per Helikopter organisiert werden müssen.,defibrillator,,144,,,,node/9447062074,,,yes,,,,,,24/7,SAC Sektion St. Gallen,,,+41 81 422 13 06,,,,,
9457861217,node,46.8118847,9.2552598,,,,,,,,2026-01-29,,,eingang Sent dal Dragun,,,an Betonwand anfangs Baumwipfelpfad,defibrillator,,144,,,,node/9457861217,,,yes,,,,,,24/7,laax betriebe,,,+41 81 927 74 00,,,,,
9465672760,node,46.6987862,9.5583898,yes,,,,,,,,,,In der Reception Camping St. Cassian. Zugänglich für jedermann. Jedoch nur während den Öffnungszeiten des Camping-/Restaurantbetriebs oder auf Abruf (Glocke).,,,24h verfügbar (über Glocke),defibrillator,,144,,,,node/9465672760,,,yes,,,,,,,Camping St. Cassian,,,+41 81 384 24 72,,,,,
9465672761,node,46.6835287,9.5631802,yes,,,,,,,,,,"Gemeinde Lantsch/Lenz GR Schulhaus. Im Schulhaus beim Eingang. Zugänglich für jedermann. Jedoch nur während Schulbetrieb und an Abenden, wenn Vereine vor Ort sind. Schulhaus, Aussenfassade 1289LTS",,,Grüner Kasten /  Koffer Orange,defibrillator,,144,,,,node/9465672761,,,yes,,,0,,,"Während Schulbetrieb und an Abenden, wenn Vereine vor Ort sind",Lifetec AG Schweiz,,,+41 81 659 01 04,,,,,
9465672762,node,46.6922122,9.5590174,,,,,,,,,,,Bei der Rezeption im Nordic House und im Betriebsgebäude bei der Schiessanlage. Zugänglich nur durch Personal und nur während Öffnungszeiten.,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9465672762,,,yes,,,,,,,Biathlon Lenzerheide c/o Verein Arena Nordic-Events,,,+41 81 659 11 05,,,,,
9485353187,node,46.8106412,9.2577986,,,,,,,,,,,Defbrillator befindet sich in der Bademeister Kabine im Stock -1. Zugang nur mit Badge!!! (Bademeister oder Rezeption Stock 0),,,während Öffnungszeiten verfügbar (über Telefonnummer kann der Defi 24h erreicht werden),defibrillator,,144,,,,node/9485353187,,,yes,,,,,,Mo-Su 08:00-21:00,"Aua Grava, Raphael Gross",,,+41 81 920 82 10,,,,,
9486437218,node,46.8972422,9.5596514,yes,,,,,,,,,,Oberstufenschulhaus Trimmis,,,beim Eingang Foyer an Aussenwand,defibrillator,,144,,,,node/9486437218,,,no,,,,,,24/7,Gemeinde Trimmis,,,+41813549933,,,,,
9498447526,node,46.9016346,9.7986743,yes,,,,,,,,,,"Feuerwehrlokal, neben Hydrant, aussen am Fenster",,,,defibrillator,,144,,,,node/9498447526,,,no,,,,,,24/7,,,,,,,,,
9498474641,node,46.4984695,9.8396519,,,,,,,,,,,Bei Bucherer,,,,defibrillator,,144,,,,node/9498474641,,,yes,,,,,,Mo-Sa 09:00-19:00; Su 13:00-18:00,Bucherer SA,,,,,,,,
9500428756,node,46.8466321,9.2676866,yes,,,,,,,,,,Ein/Ausgang Flem X,,,,defibrillator,,144,,,,node/9500428756,,,yes,,,,,,,WAG,,,,,,,,
9505534749,node,46.8578989,9.5049097,yes,,,,,,,,,,"Eishalle, Gebäudeeingang",,,Nur während Öffnungszeiten zugänglich,defibrillator,,144,,,,node/9505534749,,,yes,,,0,,Defibrillator Eishalle,,Stadt Chur,,,,,,,,
9505534750,node,46.8534951,9.5345877,private,,,,,,,,,,Im Gebäude der Kasse für das Quader Eisfeld,,,Von Ende November bis Ende Februar! Während den Öffnungszeiten des Eisfelds,defibrillator,,144,,,,node/9505534750,,,yes,,,0,,,,Stadt Chur,,,,,,,,
9505534751,node,46.8463352,9.5362934,private,,,,,,,,,,Im Gebäude an der Kasse der Badi Sand,,,Von Anfangs Mais bis Ende August!,defibrillator,,144,,,,node/9505534751,,,yes,,,0,,,,Stadt Chur,,,,,,,,
9508364654,node,46.430542,9.7638504,yes,,,,12,,Via Fedacla,,,,An Frontseite von Platzwart-Häuschen 1446LTS,,,Grüner Kasten / Via Fedacla,defibrillator,144,144,,,,node/9508364654,,,no,,,0,,,24/7,Lifetec AG Schweiz,,,+41 800 122 144,7514,1446LTS,,,
9522199613,node,46.9911847,9.7372284,yes,,,,,,,,,,Unter der Treppe bei der Restaurantterrasse,,,,defibrillator,,144,,,,node/9522199613,,,no,,,,,,24/7,Gerti & Markus Hitz,,,+41 81 328 18 88,,,,,
9522282879,node,47.0074548,9.5311385,yes,,,,,,,,,,SPAR Supermarkt Städtli-Markt Genossenschaft,,,,defibrillator,,144,,,,node/9522282879,,,no,,,,,,24/7,Stadt Maienfeld,,,+41 79 218 05 50,,,,,
9522296643,node,47.0061836,9.5280057,yes,,,,,,,,,,Gerät befindet sich direkt neben dem Spezialtrakt (Eingang ehemalige Abwart Wohnung),,,,defibrillator,,144,,,,node/9522296643,,,no,,,,,,24/7,Stadt Maienfeld,,,+41 79 218 05 50,,,,,
9522296644,node,47.0056629,9.5313595,yes,,,,,,,,,,Gerät befindet sich direkt beim Haupteingang der Stadtverwaltung,,,,defibrillator,,144,,,,node/9522296644,,,no,,,,,,24/7,Stadt Maienfeld,,,+41 79 218 05 50,,,,,
9523951049,node,46.7759031,9.6651621,yes,,,,,,,,,,"Parkhaus Neben dem Lift, Ebene Schmid Sport nd Skischule",,,,defibrillator,,144,,,,node/9523951049,,,yes,,,0,,,24/7,Bergbahnen Arosa,,,,,,,,limited
9529336016,node,46.785657,9.0741532,yes,,,,,,,,,,Im IV-WC im Erdgeschoss neben dem Haupteingang,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9529336016,,,yes,,,,,,,DocCheck Shop Schweiz,,,,,,,,
9534624386,node,46.9788506,9.6421485,yes,,,,,,,,,,Haupteingang Nord,,,,defibrillator,,144,,,,node/9534624386,,,no,,,,,,24/7,Hanspeter Thöny,,,+41 81 300 12 07,,,,,
9534624387,node,46.9851371,9.6677502,yes,,,,,,,,,,Haupteingang Schulhaus,,,,defibrillator,,144,,,,node/9534624387,,,no,,,,,,24/7,Hanspeter Thöny,,,+41 81 300 12 07,,,,,
9534624388,node,46.9718413,9.6456259,yes,,,,,,,,,,"Im Werkhof, hinterhalb der ersten Glastüre, welche immer offen ist (öffentliches WC)",,,,defibrillator,,144,,,,node/9534624388,,,no,,,,,,24/7,Hanspeter Thöny,,,+41 81 300 12 07,,,,,
9544507117,node,46.7783423,9.640118,yes,,,,,,,,,,In der Carmenna-Hütte,,,während Öffnungszeiten,defibrillator,,144,,,,node/9544507117,,,yes,,,,,,,Carmenna Hütte,,,,,,,,
9559256617,node,46.6996605,9.4452255,yes,,,,,,,,,,"Am Restaurantgebäude, Seite Spielplatz an der Aussenwand",,,,defibrillator,,144,,,,node/9559256617,,,no,,,,,,24/7,Camping TCS,,,,,,,,
9596873572,node,46.8222832,9.515059,yes,,,,,,,,,,Beim Informationszentrum in Brambrüesch,,,,defibrillator,,144,,,,node/9596873572,,,no,,,,,,24/7,Gemeinde Churwalden,,,+41 81 382 00 11,,,,,
9599350327,node,46.2383829,9.1080786,,,,,,,,,,,,,,,defibrillator,,144,,,,node/9599350327,,,,,,,,,,,,,,,,,,
9604858767,node,46.8529195,9.5301662,,,,,,,,,,,"VZ: 2. Stock, Empfang",,,,defibrillator,,144,,,,node/9604858767,,,yes,,,,,,"Mo-Fr 08:00-12:00, 13:00-18:00",reaplus GmbH,,,+41 43 536 69 15,,,,,
9627988871,node,46.6971805,9.5283883,yes,,,,,,,,,,SPAR Lain - beim Laden-Eingang,,,Immer verfügbar,defibrillator,,144,,,,node/9627988871,,,no,,,0,,,24/7,Gemeinde Vaz/Obervaz,,,,,,,,
9628012990,node,46.6949304,8.8281476,yes,,,,,,,,,,"Kirche Segnas, Eingang Sakristei links",,,,defibrillator,,144,,,,node/9628012990,,,no,,,,,,24/7,"Kirche Segnas, Via Salez 11, 7186 Segnas",,,+41 81 947 46 55,,,,,
9628054735,node,46.730101,9.5570701,,,,,,,,,,,Bei der Reception,,,,defibrillator,,144,,,,node/9628054735,,,yes,,,,,,24/7,Alters-und Pflegeheim Parc / 7078 Lenzerheide / Markus Pieren,,,+41 81 385 16 66,,,,,
9628054736,node,46.7203286,9.5597818,yes,,,,,,,,,,"Werkhof Clavadoiras - aussen, rechts am Gebäude",,,Immer verfügbar,defibrillator,,144,,,,node/9628054736,,,no,,,0,,,24/7,Gemeinde Vaz/Obervaz,,,,,,,,
9651924317,node,46.4930615,9.9030777,yes,,,,,,,,,,Eingang Parkhaus Rondo,,,24 h beim Kassenautomat ,defibrillator,,144,,,,node/9651924317,,,yes,,,,,,24/7,Gemeinde Pontresina,,,,,,,,
9651932217,node,46.489372,9.9045792,yes,,,,,,,,,,Parkhaus Mulin,,,Eingang PH beim Kassenautomat,defibrillator,,144,,,,node/9651932217,,,yes,,,,,,24/7,Gemeinde Pontresina,,,+41 818388165,,,,,
9680969317,node,46.9352367,9.6763126,yes,,,,,,,,,,Dorfladen Furna,,,an Aussenwand zur Strasse hin,defibrillator,,144,,,,node/9680969317,,,no,,,,,,24/7,,,,,,,,,
9684540597,node,46.3521375,9.6185034,yes,,,,,,,,,,Rechts beim Eingang der Mehrzweckhalle beim Sportzentrum,,,,defibrillator,,144,,,,node/9684540597,,,no,,,,,,24/7,Ursula Giovannini,,,+41 81 824 33 43,,,,,
9702691815,node,46.704242,9.450915,yes,,,,,,,,,,"Von der Aktienstrasse her nordseitig am Werkstattgebäude, beim grossen Tor seitlich rechts.",,,,defibrillator,,144,,,,node/9702691815,,,no,,,,,,24/7,Salzgeber Holzbau AG,,,+41 81 650 50 80,,,,,
9725882117,node,46.9549901,9.5629323,yes,,,,,,,,,,Tanklager,,,täglich 5-17uhr...,defibrillator,,144,,,,node/9725882117,,,yes,,,,,,Mo-Fr 08:00-17:00,Tanklager Landquart,,,+41584337290,,,,,
9740871917,node,46.7041406,9.4635361,yes,,,,,,,,,,Betriebsgebäude EWZ,,,Beim Haupteingang,defibrillator,,144,,,,node/9740871917,,,yes,,,,,,24/7,EWZ,,,,,,,,
9789974717,node,46.93166,9.7148985,yes,,,,,,,,,,praxisjenaz,,,Im Milchkasten rechts vom Eingang,defibrillator,,144,,,,node/9789974717,,,no,,,,,,24/7,praxisjenaz,,,+41 813323535,,,,,
9791648270,node,46.4780604,9.8131044,yes,,,,,,,,,,"Bushaltestelle Post, Via Gunels an der Fassade des Dorfladens bei der Sporttagesschule Champfèr

1257LTS",,,Grüner Kasten /  Koffer Orange,defibrillator,,144,,,,node/9791648270,,,yes,,,,,Gemeinde Silvaplana,24/7,Patrik Eichholzer / Lifetec AG Schweiz,,,+41 81 838 70 80,,,,,
9791648271,node,46.4601457,9.7961896,yes,,,,,,,,,,"Via dal Farrer 6
Volg-Eingang ab Via dal Farrer zum Parkhaus Munterots, Der Defi befindet sich im Vorraum zum Lift, an der Glaswand montiert
1261LTS",,,Grüner Kasten /  Koffer Orange,defibrillator,,144,,,,node/9791648271,,,yes,,,,,Gemeinde Silvaplana,24/7,Lifetec AG Schweiz,,,+41 81 838 70 80,,,,,
9791648272,node,46.4594135,9.8116034,yes,,,,,,,2026-02-13,,,"Mehrzweckgebäude (Bushaltestelle und Abfallsammelstelle) Silvaplana-Surlej

1258LTS",,,Grüner Kasten /  Koffer Orange,defibrillator,,144,,,,node/9791648272,,,yes,,,,,Gemeinde Silvaplana,24/7,Patrik Eichholzer /Lifetec AG Schweiz,,,+41 81 838 70 80,,,,,
9792438116,node,46.9254318,9.5386368,yes,,,,,,,,,,Frontseite zwischen Garagentoren,,,,defibrillator,,144,,,,node/9792438116,,,no,,,,,,24/7,Gemeinde Untervaz / Alban Joos,,,+41 81 300 07 36,,,,,
9792457017,node,46.9267979,9.5325878,yes,,,,,,,,,,Kreuzung Hintergasse-Vordergasse-Salavis | auf dem Elektroverteilkasten,,,,defibrillator,,144,,,,node/9792457017,,,no,,,,,,24/7,Gemeinde Untervaz / Alban Joos,,,+41 81 300 07 36,,,,,
9792457018,node,46.9294085,9.5364479,yes,,,,,,,,,,Haupteingang MZH im Foyer Mitte links Notfallschlüssel im roten Kasten beim Haupteingang,,,,defibrillator,,144,,,,node/9792457018,,,no,,,,,,24/7,Gemeinde Untervaz / Alban Joos,,,+41 81 300 07 36,,,,,
9792457019,node,46.9280407,9.5348762,yes,,,,,,,,,,Links vom Eingang Gemeindehaus an Wand montiert,,,,defibrillator,,144,,,,node/9792457019,,,no,,,,,,24/7,Gemeinde Untervaz / Alban Joos,,,+41 81 300 07 36,,,,,
9792509196,node,46.4561735,9.7930254,yes,,,,,,,,,,In Sommermonaten Mai-Okt Campingplatz Eingang In Wintermonaten Sportzentrum Mulets Fassade Süd Eingang  1228LTM,,,Oranger Koffer,defibrillator,,144,,,,node/9792509196,,,yes,,,0,,Gemeinde Silvaplana,24/7,Lifetec AG Schweiz,,,+41 81 838 70 80,,,,,
9849664731,node,46.4967015,9.8418987,yes,,,,,,,,,,Zwischen WC und Rolltreppe,,,,defibrillator,,144,,,,node/9849664731,,,yes,,,-1,,,24/7,,,,,,,,,limited
9858003517,node,46.7465986,9.4517042,,yes @ opening_hours,Nur bei schönem Wetter verfügbar,,,,,,,,Kiosk Canovasee,,,,defibrillator,,144,,,,node/9858003517,,,no,,,,,,,private,,,+41 76 445 28 74,,,,,
9860096158,node,46.835323,9.4526933,yes,,,,,,,,,,"Der Defibrillator befindet sich an der Wand im Durchgang zum Schulhausplatz, zwischen den Eingängen der Turnhalle und dem Schulsekretariat.",,,,defibrillator,,144,,,,node/9860096158,,,no,,,,,,24/7,"Hauswart, Ralf Branger",,,+41816328243,,,,,
9866285317,node,46.8849944,10.4645486,,,,,,,,,,,Grenzübergang/Zollstelle Martina,,,während Öffnungszeiten/ Anwesenheit Zoll zugänglich,defibrillator,,144,,,,node/9866285317,,,yes,,,0,,,,Bundesamt für Zoll und Grenzsicherheit,,,,,,,,
9867479739,node,46.6538255,10.1896906,,,,,,,,,,,Grenzübergang La Drossa,,,Während Anwesenheit des Zolls verfügbar,defibrillator,,144,,,,node/9867479739,,,yes,,,0,,,,Bundesamt für Zoll und Grenzsicherheit,,,,,,,,
9868257147,node,46.6835876,9.1380608,yes,,,,,,,,,,Im öffentlichen WC hinter dem Schulhaus (Signalisation vorhanden),,,,defibrillator,,144,,,,node/9868257147,,,yes,,,,,,24/7,Gemeinde Lumnezia,,,,,,,,
9868272720,node,46.7161644,9.1726841,yes,,,,,,,,,,Inwendig beim Eingang der Cafeteria des Da Casa Val Lumnezia,,,,defibrillator,,144,,,,node/9868272720,,,yes,,,,,,24/7,Da casa Val Lumnezia,,,+41 81 920 61 61,,,,,
9873919225,node,46.8351376,9.4440633,yes,,,,,,,,,,"Turnhalle Tuma Platta, Im Eingangsbereich der Turnhalle",,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9873919225,,,yes,,,,,,,Gemeindeverwaltung Domat/Ems,,,+41 816328202,,,,,
9873919226,node,46.8351376,9.4442846,yes,,,,,,,,,,"Hallenbad Tuma Platta, im Hallenbad beim Backen",,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9873919226,,,yes,,,,,,,Gemeindeverwaltung Domat/Ems,,,+41 816328202,,,,,
9873923929,node,46.8299771,9.4349959,yes,,,,,,,,,,Neben dem Haupteingang ganz rechts an der Betonwand.,,,,defibrillator,,144,,,,node/9873923929,,,no,,,,,,24/7,Gemeindeverwaltung Domat/Ems,,,+41 816328202,,,,,
9884658826,node,46.778852,9.5428598,,,,,,,,,,,Anfordern über Empfang,,,,defibrillator,,144,,,,node/9884658826,,,yes,,,,,,Mo-Fr 06:30-17:00,Sulai AG Pradafenzerwäg 3 7075 Churwalden,,,+41584763009,,,,,
9890606668,node,46.5772603,9.9290893,yes,,,,,,,,,,"Aussen an der Hauswand neben dem Eingang. 
Outside on the wall.",,,,defibrillator,,144,,,,node/9890606668,,,no,,,,,,24/7,,,,,,,,,
9891749518,node,46.616177,9.4282574,no,,,,,,,,,,Vorraum Rezeption,,,Zutritt mit Wohnungsschlüssel,defibrillator,,144,,,,node/9891749518,,,yes,,,,,,,Hapimag Andeer,,,,,,,,
9894968217,node,46.7785329,9.218923,,,,,,,,,,,Lidl,,,,defibrillator,,144,,,,node/9894968217,,,yes,,,,,,Mo-Fr 07:30-20:00; Sa 07:30-18:00,Lidl GmBH,,,+41715880510,,,,,
9895003317,node,46.7786981,9.2189728,,,,,,,,,,,Ladenausgang bei den Kassen,,,während den Öffnungszeiten,defibrillator,,144,,,,node/9895003317,,,yes,,,,,,Mo-Fr 07:30-20:00; Sa 07:30-18:00,Lidl GmBH,,,+41715880510,,,,,
9907415818,node,46.5413078,9.8923362,yes,,,,,,,,,,Camping Gravatscha,,,Öffentlich zugänglich Sateliten Unterstüzt,defibrillator,,144,,,,node/9907415818,,,no,,,,,,24/7,Camping Gravatscha,,,,,,,,
9907432517,node,46.6115986,9.9836315,yes,,,,,,,,,,Gemeinde Haus S-chanf,,,Beim Unteren Eingang der Gemeindeverwaltung,defibrillator,,144,,,,node/9907432517,,,no,,,0,,,24/7,Gemeinde S-chanf,,,+41797293967,,,,,
9914374422,node,46.7263214,9.5583369,permissive,,,,,,,,,,Im Eingangsbereich des Hotel Kurhaus neben der Rezeption. Während den Öffnungszeiten verfügbar.,,,,defibrillator,,144,,,,node/9914374422,,,yes,,,0,,,,Gemeinde Vaz/Obervaz,,,,,,,,limited
9916678020,node,46.7951346,9.4299603,yes,,,,,,,,,,Bergstation Luftseilbahn Rhäzüns-Feldis LRF,,,Zoll AED Plus in alarmgesichertem Kasten,defibrillator,,144,,,,node/9916678020,,,no,,,,,,24/7,Gemeinde Domleschg,,,+41 81 650 13 13,,,,,
9917843255,node,46.8621241,9.5310527,yes,,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9917843255,,,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,
9917843258,node,46.4892598,9.8355968,yes,,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9917843258,,,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,
9917843308,node,46.7787,9.2215727,yes,,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9917843308,,,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,
9917843315,node,46.8536257,9.5146567,yes,,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9917843315,,,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,
9917845045,node,46.7102796,9.435764,yes,,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9917845045,,,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,
9917845055,node,46.9688936,9.5695096,yes,,,,,,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,,144,,,,node/9917845055,,,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,
9919862167,node,46.7402488,9.5563475,,,,,,,,,,,Verwaltungsgebäude Canols (Patrouilleur-Station),,,,defibrillator,,144,,,,node/9919862167,,,yes,,,,,,,Lenzerheide Bergbahnen AG,,,,,,,,
9937522011,node,46.9625613,9.5625204,yes,,,,,,,,,,Am Haupteingang Ost Verwaltungsgebäude auf der Fussgängerbrücke die ins Verwaltungsgebäude zum Empfang führt.,,,,defibrillator,,144,,,,node/9937522011,,,yes,,,,,,24/7,Plantahof,,,+41812576122,,,,,
9965925517,node,46.8239057,9.3545082,no,,,,,,,,,,trim ,,,,defibrillator,,144,,,,node/9965925517,,,no,,,,,,,,,,,,,,,
9999025092,node,46.596862,9.5696709,yes,,,,,,,,,,An der Trafostation im Holzschopf montiert.,,,,defibrillator,,144,,,,node/9999025092,,,yes,,,,,,24/7,"Bunafè SA, Stradung 34, 7460 Savognin, Herr Patric Vincenz",,,+41816842128,,,,,
9999285418,node,46.7772048,9.5416025,,,,,,,,,,,Restaurant Portal,,,,defibrillator,,144,,,,node/9999285418,,,yes,,,,,,Mo-Su 08:00-22:00,,,,+41813562039,,,,,
10006427852,node,46.8476273,9.5099276,,,,,,,,,,,"3.Stock, Siemens Schweiz AG, Raum 513",,,,defibrillator,,144,,,,node/10006427852,,,yes,,,3,,,"Mo-Fr 07:30-12:00, 13:30-17:00",Siemens Schweiz AG,,,+41 585 58 67 11,,,,,
10015439517,node,46.8183405,9.2634821,no,,,,,,,,,,Baumwipfelpfad Eingang Rutschbahn,,,,defibrillator,,144,,,,node/10015439517,,,no,,,,,,,,,,,,,,,
10018919417,node,46.8541801,9.5104503,,,,,,,,,,,Calanda Logistik AG Aufenthaltsraum,,,Nur während Öffnungszeiten Verfügbar,defibrillator,,144,,,,node/10018919417,,,yes,,,,,,Mo-Fr 07:30-17:30,Calanda Logistik AG,,,+41812570202,,,,,
10048799517,node,46.8133679,9.8536256,,,,,,,,,,,AlpenGold Hotel,,,Rezeption,defibrillator,,144,,,,node/10048799517,,,yes,,,,,,24/7,Hotel,,,+41814140400,,,,,
10055934469,node,46.7816862,9.6840694,yes,,,,,,,,,,"Theke in Cafeteria, Geschoss 0",,,,defibrillator,,144,,,,node/10055934469,,,yes,,,0,,,Mo-Su 08:00-19:00,Gemeinde,,,,,,,,
10081357743,node,46.9097751,10.2595959,,,,,,,,,,,Heidelberger Hütte,,,,defibrillator,,144,,,,node/10081357743,,,yes,,,,,,,Björn Steiger Stiftung,Q879521,de:Björn Steiger Stiftung,,,1934,,,
10108382717,node,46.4323823,9.8235758,yes,,,,,,,,,,Murtel Mittelstation im SOS Raum an der Wand,,,während den Betriebszeiten der Corvatschbahn,defibrillator,,144,,,,node/10108382717,,,yes,,,,,,,Corvatsch AG,,,+41818387373,,,,,
10108388517,node,46.4181829,9.8216204,yes,,,,,,,,,,Bergstation Corvatsch SOS Raum,,,während den Betriebszeiten der Corvatsch AG,defibrillator,,144,,,,node/10108388517,,,yes,,,,,,,Corvatsch AG,,,+41818387373,,,,,
10108402517,node,46.4222011,9.7837319,yes,,,,,,,,,,Furtschellas Mittelstation im SOS Raum,,,während den Betriebszeiten Furtschellasbahn,defibrillator,,144,,,,node/10108402517,,,yes,,,,,,,Corvatsch AG,,,+41818387373,,,,,
10110895319,node,46.5307643,9.2010372,yes,,,,,,,,,,Gemeindehaus Hinterrhein,,,zwischen dem grossen und kleinen Tor,defibrillator,,144,,,,node/10110895319,,,no,,,,,,24/7,Realü,,,,,,,,
10110916417,node,46.7207917,9.4290399,yes,,,,,,,,,,Gemeindehaus Cazis,,,an der Hausfassade,defibrillator,,144,,,,node/10110916417,,,no,,,,,,24/7,Gemeinde Cazis,,,,,,,,
10118291897,node,46.4305625,9.7652714,yes,,,,,,,,,,Eingang Hotel Seraina - Reception,,,,defibrillator,,144,,,,node/10118291897,,,yes,,,,,,Mo-Su 07:00-22:00,Markus Kobler,,,+41 81 838 48 00,,,,,
10129930017,node,46.8466651,9.5008581,yes,,,,,,,,,,fitnesstower medical,,,Während Öffnungszeiten,defibrillator,,144,,,,node/10129930017,,,yes,,,,,,Mo-Th 06:30-21:30 ; Fr 6:30-21:00; Sa-Su 08:00-15:00,Fitnesscenter,,,+41 81 286 36 00,,,,,
10146447609,node,46.5364916,9.8734813,yes,,,,,,,,,,Erdgeschoss / Eingangshalle / links von der Treppe,,,,defibrillator,,144,,,,node/10146447609,,,yes,,,,,,Mo-Fr 07:00-18:00,Region Maloja / Geschäftsstelle,,,+41 81 852 30 33,,,,,
10167625417,node,46.6966651,9.4433885,no,,,,,,,,,,"Feuerwehr, Fahrzeughalle, Einsatzleiter-Fahrzeug",,,Erreichbar nach Alarmierung Tel. 118,defibrillator,,144,,,,node/10167625417,,,yes,,,,,,,Feuerwehr Thusis,,,,,,,,
10167638017,node,46.6783703,9.4995633,no,,,,,,,,,,"Feuerwehr Magazin, im Ersteinsatz-Fahrzeug
Feuerwehr Gemeinde Thusis
1256LTS",,,"Zugang nach Alarmierung Tel. 118
Grüner Kasten /  Koffer Orange",defibrillator,,144,,,,node/10167638017,,,yes,,,,,Gemeinde Thusis,,Lifetec AG Schweiz,,,+41 800 122 144,,,,,
10177717417,node,46.5138544,9.8724228,yes,,,,,,,,,,"Fussballplatz San Gian, am Gebäude Richtung Fussballplatz",,,,defibrillator,,144,,,,node/10177717417,,,no,,,,,,,,,,,,,,,
10182349757,node,46.2373108,10.1368806,yes,,,,,,,,,,"Posizionato esternamente all'edificio , lato nord. E' dentro una teca climatizzata accessibile a tutti.",,,,defibrillator,,144,,,,node/10182349757,,,no,,,,,,24/7,Baxter,,,+41787232995,,,,,
