osm_id,osm_type,lat,lon,access,access:conditional,access:delivery,access:note,activation,addr:city,addr:city:de,addr:city:fr,addr:country,addr:floor,addr:full,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:street:de,addr:street:fr,amenity,bicycle,check_date,check_date:opening_hours,colour,contact:addr,contact:city,contact:country,contact:email,contact:emergency,contact:housenumber,contact:mobile,contact:phone,contact:postcode,contact:street,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,des,description,description:en,destination,email,emergency,emergency:phone,entrance,fitness,fixme,floor,foot,healthcare,healthcare:speciality,horse,id,image,image_1,image_2,indoor,internet_access,latitude,layer,level,level:ref,loc_name,location,longitude,motor_vehicle,name,name:en,note,note:de,object:housenumber,object:street,office,opening_hours,opening_hours:covid19,opening_hours:note,opening_hours:url,operator,operator:email,operator:phone,operator:type,operator:wikidata,operator:wikipedia,outdoor,outdoor_seating,panoramax,phone,phone:CH,phone:mobile,postal_code,recycling:cans,recycling:clothes,recycling:coffee_capsules,recycling:glass,recycling:glass_bottles,recycling:paper,recycling:shoes,recycling:waste,recycling_type,ref,seasonal,social_facility,social_facility:for,source,start_date,support,survey:date,temporary,website,wheelchair,wikimedia_commons,wikipedia:de
10255273409,node,47.4033976,8.0896854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10255273409,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 08:00-17:00,,,,EQUANS Services AG,,,,,,,,,+41 62 837 15 15,,,,,,,,,,,,,,,,,,,,,,,,,
10255387609,node,47.3472932,8.337174,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingangsbereich,,,,,"nicht öffentlich zugänglich, durch Klingeln bei der Mieterschaft Haus 17 oder 19 erreichbar",,,,defibrillator,144,,,,,,,,,node/10255387609,,,,yes,,,,0,,,,,,,,,,,,,,,,,Wohnbaugenossenschaft des Bundespersonals Bremgarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10255672109,node,47.3495165,8.34086,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casino, im Foyer, nach dem Eingang links",,,,,verfügbar wenn Casino geöffnet ist,,,,defibrillator,144,,,,,,,,,node/10255672109,,,,yes,,,,,,,,,,,,,,,,,,,,,Stadt Bremgarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10255882009,node,47.5732432,8.9164084,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2. Stock beim Empfang, rechts der Türe zum Treppenhaus",,,,,nur wärend Öffnungszeiten verfügbar,,,,defibrillator,144,,,,,,,,,node/10255882009,,,,yes,,,,2,,,,,,,,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00",,,,Sky-Frame AG,,,,,,,,,+41793058857,,,,,,,,,,,,,,,,,,,,,,,,,
10257884309,node,47.3831135,9.3882926,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiftung Waldheim,,,,,"Wochentags geöffnet, sonst Tagesverantwortung anrufen",,,,defibrillator,144,,,,,,,,,node/10257884309,,,,yes,,,,0,,,,,,,,,,,,,,,,,Wohnheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258767110,node,46.9100277,7.5051836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loge,,,,,Während den Öfffnungszeiten der Loge,,,,defibrillator,144,,,,,,,,,node/10258767110,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr: 07:00-18:00,,,,Bund,,,,,,,,,+41 58 469 85 00,,,,,,,,,,,,,,,,,,,,,,,,,
10259007709,node,47.3643604,8.5350386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genferstrasse 6 8002 Zürich,,,,,,,,,defibrillator,144,,,,,,,,,node/10259007709,,,,yes,,,,6,,,,,,,,,,,,,Mo-Fr 08:30-16:30,,,,SERV,,,,,,,,,+41585515555,,,,,,,,,,,,,,,,,aed-source,,,,,,,,
10259271909,node,47.4212822,9.3576747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feldlistrasse 2,,,,,Öffnungszeiten,,,,defibrillator,144,,,,,,,,,node/10259271909,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 07:00-18:00,,,,Bürohaus Stahl,,,,,,,,,+41 79 667 72 95,,,,,,,,,,,,,,,,,,,,,,,,,
10261265627,node,46.1496448,8.9443993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10261265627,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262989309,node,47.1415982,8.531726,yes,,,,,Zug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Felsenegg Rechter Eingangsbereich ein Grüner Kasten,,,,,Grüner Kasten,,,,defibrillator,144,,,,,,,,,node/10262989309,,,,yes,,,,0,,,,,,,,,,,,,,,,,Lifetec AG,,,,,,,,,+41 41 729 11 67,,,,,,,,,,,,,1594LTS,,,,,,,,,,,,
10263378509,node,47.3511892,8.346374,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Bürogebäude,,,,,Während Bürozeiten,,,,defibrillator,144,,,,,,,,,node/10263378509,,,,yes,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264346609,node,47.4761401,7.7454364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Büro Sunstar,,,,,,,,,defibrillator,144,,,,,,,,,node/10264346609,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 08:00-17:30,,,,,,,,,,,,,+41 61 925 70 70,,,,,,,,,,,,,,,,,,,,,,,,,
10264450409,node,47.2561723,8.5979122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhaus Berghalden, innen bei dem Haupteingang links an der Wand",,,,,Zugang nur während Schulbetrieb,,,,defibrillator,144,,,,,,,,,node/10264450409,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 07:00-17:00,,,,Gemeinde Horgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264931809,node,47.4092458,8.6458277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACAMED Arztpraxis Wangen,,,,,während Öffnungszeiten,,,,defibrillator,144,,,,,,,,,node/10264931809,,,,no,,,,0,,,,,,,,,,,,,08:00-18:00,,,,Arztpraxis,,,,,,,,,+41 44 835 25 00,,,,,,,,,,,,,,,,,,,,,,,,,
10267808911,node,46.9473278,7.268659,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sporthalle Allenlüften,,,,,"Rechts neben Eingangstür, während Öffnungszeiten verfügbar",,,,defibrillator,144,,,,,,,,,node/10267808911,,,,yes,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267955620,node,46.514891,6.6328404,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A l'accueil (fleurs),,,,,Pendant les heures d'ouverture,,,,defibrillator,144,,,,,,,,,node/10267955620,,,,yes,,,,0,,,,,,,,,,,,,,,,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268722279,node,46.9464478,7.4385875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im Pickwick's Pub nach Eingangsschleuse rechts,,,,,,,,,defibrillator,144,,,,,,,,,node/10268722279,,,,yes,,,,0,,,,,,,,,,,,,,,,,Pickwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269241909,node,47.0883623,7.3063006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulungsgebäude,,,,,wärend Öffnungszeiten verfügbar ( Notfall),,,,defibrillator,144,,,,,,,,,node/10269241909,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 07:45-16:45,,,,Sulser Group,,,,,,,,,+41 79 956 59 08,,,,,,,,,,,,,,,,,,,,,,,,,
10271036609,node,47.4515605,9.5475835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luchten  75 Empfang,,,,,Während Arbeitszeit verfügbar,,,,defibrillator,144,,,,,,,,,node/10271036609,,,,yes,,,,,,,,,,,,,,,,,Mo-Fr 7:00  - 17:00,,,,Firma,,,,,,,,,+41718985060,,,,,,,,,,,,,,,,,,,,,,,,,
10271695774,node,46.2611238,6.2259437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10271695774,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271876886,node,47.3805413,8.6726718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauarena Empfang,,,,,während er Öffnungszeiten,,,,defibrillator,144,,,,,,,,,node/10271876886,,,,yes,,,,,,,,,,,,,,,,,Mo-Fr 09:00 - 18:00; Sa 09:00 - 16:00,,,,,,,,,,,,,+41 44 908 55 77,,,,,,,,,,,,,,,,,,,,,,,,,
10271883019,node,47.4174305,9.3459966,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plegeheim St.Otmar,,,,,während 7:00-19:00 Verfügbar,,,,defibrillator,144,,,,,,,,,node/10271883019,,,,yes,,,,,,,,,,,,,,,,,,,,,Pflegeheim St.Otmar,,,,,,,,,+41 71 274 47 11,,,,,,,,,,,,,,,,,,,,,,,,,
10272995223,node,46.2930593,6.9373366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contre le mur, à droite de la porte d'accès principale, à l'extérieur du bâtiment.",,,,,,,,,defibrillator,144,,,,,,,,,node/10272995223,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273087324,node,47.414829,8.5579967,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bürogebäude VBZ Garage Hagenholz,,,,,,,,,defibrillator,144,,,,,,,,,node/10273087324,,,,yes,,,,0,,,,,,,,,,,,,,,,,Verkehrsbetriebe Zürich VBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,
10273233209,node,46.704372,8.8530999,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banca Raiffeisen Cadi, Schalterhalle",,,,,Während Öffnungszeiten zugänglich,,,,defibrillator,144,,,,,,,,,node/10273233209,,,,yes,,,,,,,,,,,,,,,,,"Mo-Fr 08:30-12:00,14:00-17:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274738397,node,46.5160067,6.626672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10274738397,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275491674,node,47.2822845,7.9409836,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berufsschultrakt, 4. OG beim Lift",,,,,während Öffnungszeiten verfügbar,,,,defibrillator,144,,,,,,,,,node/10275491674,,,,yes,,,,4,,,,,,,,,,,,,,,,,Bildungszentrum Zofingen,,,,,,,,,+41 79 240 75 69,,,,,,,,,,,,,,,,,,,,,,,,,
10276429846,node,46.7143313,6.9979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devant l'entrée de la Crèmerie du Gibloux,,,,,,,,,defibrillator,144,,,,,,,,,node/10276429846,,,,,,,,,,,,,,,,,,,,,,,,,Commune de Villorsonnens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10277947796,node,46.5855937,6.603903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10277947796,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278078509,node,47.3258635,8.6580936,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Doktorhuus Forch,,,,,während Praxisbetrieb,,,,defibrillator,144,,,,,,,,,node/10278078509,,,,yes,,,,0,,,,,,,,,,,,,,,,,Arztpraxis,,,,,,,,,+41 44 980 88 11,,,,,,,,,,,,,,,,,,,,,,,,,
10278144409,node,46.9873374,8.3125949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang,,,,,während Öffnungszeiten,,,,defibrillator,144,,,,,,,,,node/10278144409,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 07:00-20:00,,,,Privatperson,,,,,,,,,+41 79 204 93 08,,,,,,,,,,,,,,,,,,,,,,,,,
10280252710,node,47.3791534,8.5406455,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haupteingang Landesmuseum, nach der ersten Tür links an der Wand, grüne Box.",,,,,während Öffnungszeiten Museum,,,,defibrillator,144,,,,,,,,,node/10280252710,,,,yes,,,,0,,,,,,,,,,,,,,,,,Landesmuseum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
10281997606,node,47.4306063,8.1676133,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10281997606,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 08:00-17:00,,,,Gemeindeverwaltung Holderbank,,,,,,,,,+41 62 893 12 28,,,,,,,,,,,,,,,,,,,,,,,,,
10282200209,node,47.5627654,7.609058,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrwerkstatt für Mechanik,,,,,während den Öffnungszeiten zugänglich,,,,defibrillator,144,,,,,,,,,node/10282200209,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 06:45 -17:30,,,,Lehrwerkstatt für Mechanik,,,,,,,,,+41616956400,,,,,,,,,,,,,,,,,,,,,,,,,
10284319470,node,46.5278673,6.5940116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10284319470,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286451809,node,47.518962,8.3343974,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erdgeschoss, links beim Haupteingang",,,,,"Draussen montiert, frei zugänglich",,,,defibrillator,144,,,,,,,,,node/10286451809,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286649609,node,47.0267916,9.5133682,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krüzgass 4,,,,,öfentlich zugänglich,,,,defibrillator,144,,,,,,,,,node/10286649609,,,,no,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287183209,node,47.0244803,9.5139316,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ob der Kiche,,,,,24 h,,,,defibrillator,144,,,,,,,,,node/10287183209,,,,no,,,,,,,,,,,,,,,,,,,,,Gemeinde Fläsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287427010,node,47.4781273,8.8927779,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang EG,,,,,,,,,defibrillator,144,,,,,,,,,node/10287427010,,,,yes,,,,0,,,,,,,,,,,,,,,,,Privatperson,,,,,,,,,+41792912086,,,,,,,,,,,,,,,,,,,,,,,,,
10289494909,node,47.380677,8.5423368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sekretariat Sektion Uto SAC,,,,,,,,,defibrillator,144,,,,,,,,,node/10289494909,,,,yes,,,,2,,,,,,,,,,,,,We 12:00-18:00,,,,Sektion Uto SAC,,,,,,,,,+41 44 362 96 70,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10292625110,node,47.5455391,7.5989556,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. Stocl an Wand links neben Türe dasteam ag,,,,,während der Öffnungszeiten verfügbar,,,,defibrillator,144,,,,,,,,,node/10292625110,,,,yes,,,,1,,,,,,,,,,,,,Mo-Fr 08:00-17:30,,,,dasteam ag,,,,,,,,,+41 61 278 99 99,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10294944050,node,46.3436852,7.6326707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10294944050,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295016309,node,45.9344148,8.9146574,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alp Vicania,,,,,,,,,defibrillator,144,,,,,,,,,node/10295016309,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296732740,node,46.929041,7.1181019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inside ATM room,,,,,,,,,defibrillator,144,,,,,,,,,node/10296732740,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298243420,node,47.2716721,8.4378679,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neben den WC's,,,,,,,,,defibrillator,144,,,,,,,,,node/10298243420,,,,yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,
10300250531,node,46.3189397,7.6333866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10300250531,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300537809,node,47.3849413,8.5487902,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiftung für das Tier im Recht (TIR),,,,,während normalen Bürozeiten verfügbar (Montag bis Freitag),,,,defibrillator,144,,,,,,,,,node/10300537809,,,,yes,,,,3,,,,,,,,,,,,,08:00-17:30,,,,Stiftung für das Tier im Recht (TIR),,,,,,,,,+41 43 443 06 43,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10300627809,node,47.1749789,8.9516741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stiftung Phönix Schwyz, Haupteingang innen",,,,,verfügbar von 07.00 - 22.00 Uhr,,,,defibrillator,144,,,,,,,,,node/10300627809,,,,yes,,,,0,,,,,,,,,,,,,07:00-22:00,,,,Stiftung Phönix Schwyz,,,,,,,,,+41 55 464 32 32,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10301958909,node,47.7472716,8.7104708,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zentralverwaltung,,,,,während der Öffnungszeiten verfügbar,,,,defibrillator,144,,,,,,,,,node/10301958909,,,,yes,,,,,,,,,,,,,,,,,,,,,Gemeinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10302335309,node,46.8736982,9.1816283,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vorab Eingang Restaurant Ostseite,,,,,Während Betrieb Bergbahnen,,,,defibrillator,144,,,,,,,,,node/10302335309,,,,yes,,,,0,,,,,,,,,,,,,,,,,WAG,,,,,,,,,+41 81 927 74 00,,,,,,,,,,,,,,,,,,,,,,,,,
10302336413,node,46.880675,9.2042239,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,la siala Berstation im SOS,,,,,Während Betrieb Bergbahnen,,,,defibrillator,144,,,,,,,,,node/10302336413,,,,yes,,,,0,,,,,,,,,,,,,,,,,WAG,,,,,,,,,+41 81 927 74 00,,,,,,,,,,,,,,,,,,,,,,,,,
10304460021,node,46.533315,6.6078467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A l'entrée du supermarché,,At the entrance of the supermarket,,,,,,,defibrillator,144,,,,,,,,,node/10304460021,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305080509,node,46.7210787,9.4047216,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurant Lescha, oberseitig vom Haus, neben gelbem Postbriefkasten",,,,,immer verfügbar,,,,defibrillator,144,,,,,,,,,node/10305080509,,,,no,,,,0,,,,,,,,,,,,,,,,,Restaurant Lescha,,,,,,,,,+41816512112,,,,,,,,,,,,,,,,,,,,,,,,,
10308251610,node,47.3810628,8.2371577,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ammerswilerstrasse 2, 5605 Dottikon",,,,,öffentlich zugänglich,,,,defibrillator,144,,,,,,,,,node/10308251610,,,,no,,,,,,,,,,,,,,,,,,,,,Gemeinde Dottikon,,,,,,,,,+41566166100,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10308262609,node,47.3852894,8.2414414,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhausstrasse 18, 5605 Dottikon",,,,,öffentlich zugänglich,,,,defibrillator,144,,,,,,,,,node/10308262609,,,,no,,,,0,,,,,,,,,,,,,,,,,Gemeinde Dottikon,,,,,,,,,+41566166100,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10308632210,node,47.4105219,8.5912283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitachi Vantara, Richtistr 11, 8304 Wallisellen",,,,,beim Empfang,,,,defibrillator,144,,,,,,,,,node/10308632210,,,,yes,,,,3,,,,,,,,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308788209,node,47.4623219,8.4839049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vitogaz, Eingangsbereich Bürogebäude",,,,,,,,,defibrillator,144,,,,,,,,,node/10308788209,,,,yes,,,,,,,,,,,,,,,,,Mo-Fr 07:00-17:00,,,,Firma,,,,,,,,,+41 58 458 75 17,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10309073341,node,46.3806383,7.6247395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10309073341,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10311205776,node,46.3980915,7.6162723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beim Einstieg zur Gondelbahn Daubensee,,,,,,,,,defibrillator,144,,,,,,,,,node/10311205776,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10313846309,node,47.4610106,8.3367613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geschäftsgebäude Landstrasse 176, Schweizer Bildung GmbH",,,,,Büro nicht immer besetzt,,,,defibrillator,144,,,,,,,,,node/10313846309,,,,yes,,,,2,,,,,,,,,,,,,8:00 - 17:00,,,,Schweizer Bildung GmbH,,,,,,,,,+41 79 947 15 80,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10314446209,node,47.5478442,8.8928131,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treppenhaus,,,,,während Öffnungszeiten,,,,defibrillator,144,,,,,,,,,node/10314446209,,,,yes,,,,0,,,,,,,,,,,,,,,,,welcome Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10315286109,node,47.4201661,8.3638174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrerzimmer Schulanlage Zentrum,,,,,während Schulzeiten verfügbar,,,,defibrillator,144,,,,,,,,,node/10315286109,,,,yes,,,,0,,,,,,,,,,,,,Mo-Fr 07:15-17:00,,,,Schule Spreitenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10316563110,node,47.503968,8.7303007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bezirksgericht Winterthur, Lindstr. 10, 8400 Winterthur",,,,,"Zugang nur während den Öffnungszeiten, beim Empfang melden",,,,defibrillator,144,,,,,,,,,node/10316563110,,,,yes,,,,1,,,,,,,,,,,,,"Mo-Fr 07:30-11:45,13:15-17:00",,,,Bezirksgericht Winterthur,,,,,,,,,+41522348383,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10316720832,node,47.4953954,8.7582516,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grüze Markt, Rudolf-Diesel-Strasse 19, 8404 Winterthur, beim seitlichen Haupteingang zwischen den Türen.",,,,,Zugang nur während den Öffnungszeiten,,,,defibrillator,144,,,,,,,,,node/10316720832,,,,yes,,,,0,,,,,,,,,,,,,Mo-Sa 08:00-20:00; PH off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,
10317027909,node,46.7297425,6.413269,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devant le Marché Reymond,,,,,,,,,defibrillator,144,,,,,,,,,node/10317027909,,,,no,,,,,,,,,,,,,,,,,,,,,Commune de Ballaigues,,,,,,,,,+41 21 843 99 11,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10317041909,node,46.7298601,6.4135265,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Rue,,,,,,,,,defibrillator,144,,,,,,,,,node/10317041909,,,,yes,,,,,,,,,,,,,,,,,,,,,Commune de Ballaigues,,,,,,,,,+41 21 843 99 11,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10325385309,node,47.369429,8.3383517,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unterdorfstrasse 4a, 5445 Eggenwil",,,,,bei Fam. Engler - Schurz klingeln!,,,,defibrillator,144,,,,,,,,,node/10325385309,,,,yes,,,,,,,,,,,,,,,,,,,,,Privatperson,,,,,,,,,+41793486729,,,,,,,,,,,,,,,,,"local_knowledge, defikarte.ch",,,,,,,,
10395289703,node,46.4925662,7.5596516,permissive,,,,,Adelboden,,,,,,,,,3715,Dorfstrasse 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,,,,node/10395289703,,,,,,,,,,,,,,,,,,,,,,,,,Ersthelfer Adelboden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10395651828,node,46.4591838,7.5664151,permissive,,,,,Adelboden,,,,,,,,,3715,Unter dem Birg,,,,,,,,,,,,,,,,,,,,Talstation,,,,,,,,,defibrillator,144,,,,,,,,,node/10395651828,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-17:00,,,,,,,,,,,,,+41 33 673 32 70,,,,,,,,,,,,,,,,,,,,,,,,,
