osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,check_date,defibrillator:location,description,email,emergency,emergency:phone,id,indoor,latitude,level,longitude,name,note,opening_hours,operator,operator:email,phone,ref,source,website,wheelchair,wikimedia_commons
10175279528,node,47.1478154,8.4324896,,,,,,,,Der Defibrillator befindet sich im Büro der GEMÜ Vertriebs AG im 1. OG,,,defibrillator,144,node/10175279528,yes,,1,,,,"Mo-Fr 07:30-12:00, 13:00-17:00","GEMÜ Vertriebs AG, Herr Marco Neeracher",,+41417990555,,,,,
10259502409,node,47.1971092,8.4873743,yes,,,,,,,Feuerwehr Depot Steinhausen,"Zoll AED 3, mit Kindertaste und CPR Feedback. Inkl. Notfallset: Schere, Rasierer, Beatmungs-Folie, Taschenmaske in Hartbox mit Filter, Gummizug, Handschuhe und Alkoholpads.",,defibrillator,144,node/10259502409,no,,,,,,24/7,Gemeinde Steinhausen,,+41417481155,,,,,
10262985509,node,47.1442906,8.5339791,yes,Zug,,,,,,Unter der Passerelle grüne Box,Grüne Box aussen am Haus gut ersichtlich,,defibrillator,144,node/10262985509,no,,0,,,,24/7,Lifetec AG,,+41 800 122 144,1597LTS,,,,
10262989309,node,47.1415982,8.531726,yes,Zug,,,,,,Schulhaus Felsenegg Rechter Eingangsbereich ein Grüner Kasten,Grüner Kasten,,defibrillator,144,node/10262989309,yes,,0,,,,,Lifetec AG,,+41 41 729 11 67,1594LTS,,,,
10282251509,node,47.1920798,8.4912177,yes,,,,,,,Eingang Feldheim 1,"Zoll AED 3, mit Kindertaste und CPR Feedback. Inkl. Notfallset: Schere, Rasierer, Beatmungs-Folie, Taschenmaske in Hartbox mit Filter, Gummizug, Handschuhe und Alkoholpads.",,defibrillator,144,node/10282251509,no,,,,,,24/7,Gemeinde Steinhausen,,+41 41 748 11 55,,,,,
10566993409,node,47.1830543,8.4838303,no,,,,,,,Eingangsbereich,Schlüssel wird benötigt,,defibrillator,144,node/10566993409,yes,,,,,,,Stiftung Eichholz,,+41417486130,,"local_knowledge, defikarte.ch",,,
10583972905,node,47.0998709,8.5209447,yes,,,,,,,"Freizeitanlage Usseregg, Forchwaldstrasse",Aussenbereich des Toilettengebäudes,,defibrillator,144,node/10583972905,no,,0,,,,24/7,"Einwohnergemeinde Walchwil, Dorfstrasse 23, 6318 Walchwil",,+41417598010,,"local_knowledge, defikarte.ch",,,
10588818006,node,47.1914075,8.4831755,yes,,,,,,,Clever Fit Fitnesscenter,"Bei Empfang rechts, während Öffnungszeiten",,defibrillator,144,node/10588818006,yes,,0,,,,,,,,,,,,
10597794606,node,47.192475,8.4552733,,,,,,,,OYM Athlete Health Management,während der Öffnungszeiten via Empfang im Erdgeschoss verfügbar,,defibrillator,144,node/10597794606,yes,,3,,,,Mo-Fr 07:00-21:00,OYM AG,,+41 41 269 69 00,,,,,
10663387505,node,47.1751236,8.4276666,,,,,,,,In der MIGROS,,,defibrillator,144,node/10663387505,yes,,0,,,,Mo-Fr 07:30-19:00; Sa 07:30-17:00,MIGROS Hünenberg,,+41417253250,,,,,
10711631505,node,47.1842765,8.4748299,yes,,,,,,,Schulhaus Alpenblick,,,defibrillator,144,node/10711631505,no,,,,,,24/7,Gemeinde,,,,,,,
10739307205,node,47.1818522,8.5353899,yes,,,,,,,"St. Thomas Kirche, Inwil",Installiert bei der Betonsäule rechts im Aussenbereich beim Eingang vor der Kirche St. Thomas,,defibrillator,144,node/10739307205,no,,,,,,24/7,Kirchgemeinde Baar,,+41 41 760 68 13,,"local_knowledge, defikarte.ch",,,
10763310127,node,47.16087,8.43389,,,,,,,,"4.OG, Eingang",Koffer orange,,defibrillator,144,node/10763310127,yes,,,,Allergopharma AG,,Mo-Th 08:00-16:00; Fr 08:00-15:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310128,node,47.1813,8.51894,no,,,,,,,"3.OG Eingangsbereich, rechte Seite an Wand.",Koffer orange,,defibrillator,144,node/10763310128,yes,,,,Partners Group AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310129,node,47.1757937,8.5182952,yes,,,,,,,Kopierstation unter dem Tisch,Koffer orange,,defibrillator,144,node/10763310129,yes,,,,QCAM AG,,Mo-Fr 08:00-17:30,Lifetec AG Schweiz,,+41 800 122 144,,,,yes,
10763310130,node,47.18779,8.51501,,,,,,,,3.OG Empfang,Koffer orange,,defibrillator,144,node/10763310130,yes,,,,Mövenpick Holding AG,,"Mo-Fr 08:00-12:00,13:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310131,node,47.14432,8.53397,,,,,,,,Mobil Unterwegs,Blauer Rucksack,,defibrillator,144,node/10763310131,yes,,,,Institut Montana Zugerberg,,Mo-Fr 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310132,node,47.19198,8.44837,yes,,,,,,,Im 2.OG beim Empfang,gelber Koffer,,defibrillator,144,node/10763310132,yes,,2,,INGRAM MICRO GmbH,,"Mo-Fr 08:00-12:00, 13:00-17:30",Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310133,node,47.21705,8.57773,,,,,,,,Im 2. Stock Werkstattbüro,oranger Koffer,,defibrillator,144,node/10763310133,yes,,,,"Emil Frey AG, Sihlbrugg",,Mo-Fr 07:00-18:30; Fr 07:00-17:00; Sa 09:00-16:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310134,node,47.18515,8.52113,no,,,,,,,Beim Empfang EG,oranger Koffer,,defibrillator,144,node/10763310134,yes,,,,Partners Group Holding AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310135,node,47.18518,8.52084,no,,,,,,,2. Stock beim Eingang zum Personalrestaurant,oranger Koffer,,defibrillator,144,node/10763310135,yes,,,,Partners Group Holding AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310136,node,47.16833,8.51997,no,,,,,,,Eingangsbereich / Empfang,oranger Koffer,,defibrillator,144,node/10763310136,yes,,,,Iten Immobilien AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310137,node,47.1734424,8.4280779,yes,,,,,,,Pausenplatz Schulhaus Ehret B,in grünem Wandkasten,,defibrillator,144,node/10763310137,no,,,,Gemeinde Hünenberg ZG,,24/7,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310138,node,47.18051,8.51816,yes,,,,,,,Werkstatt ( bei Ölpumpe),gelber Koffer,,defibrillator,144,node/10763310138,yes,,,,Auto Wild AG,,"Mo-Fr 07:00-12:00,13:00-17:30; Sa 09:00-12:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310139,node,47.14845,8.4321,no,,,,,,,1.OG Eingang,oranger Koffer,,defibrillator,144,node/10763310139,yes,,,,Ingenieurbureau Dr. Brehm AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310140,node,47.17361,8.51834,no,,,,,,,"1.OG, Reception im Kopierraum",oranger Koffer,,defibrillator,144,node/10763310140,yes,,,,Wenger Vieli AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310141,node,47.20031,8.53975,no,,,,,,,Lift 2.OG rechts,oranger Koffer,,defibrillator,144,node/10763310141,yes,,,,Soft Landing GmbH,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310142,node,47.18875,8.47573,yes,,,,,,,Haupteingang im EG,gelber Koffer,,defibrillator,144,node/10763310142,yes,,,,Landis + Gyr AG,,Mo-Th 08:00-17:00; Fr 08:00-16:30,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310143,node,47.18867,8.47586,,,,,,,,4. OG gegenüber Liftanlage,gelber Koffer,,defibrillator,144,node/10763310143,yes,,,,Landis + Gyr AG,,Mo-Th 08:00-17:00; Fr 08:00-16:30,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310144,node,47.17724,8.51452,no,,,,,,,3.OG;4.OG,gelber Koffer,,defibrillator,144,node/10763310144,yes,,,,Seagen International GmbH,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10763310145,node,47.17728,8.51433,,,,,,,,"2.OG, Garderobe",oranger Koffer,,defibrillator,144,node/10763310145,yes,,,,PMG Fonds Management AG,,Mo-Fr 07:30-18:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10785128806,node,47.187326,8.5169229,,,,,,,,Wabool Produkte AG,,,defibrillator,144,node/10785128806,yes,,0,,,,"Mo-Fr 08:00-11:45,13:15-17:00",Wabool Produkte AG,,+41417270200,,,,,
10814365405,node,47.1860218,8.5571308,yes,,,,,,,Aussen am Kiosk,,,defibrillator,144,node/10814365405,no,,,,,,24/7,,,,,,,,
10822167843,node,47.182286,8.5272467,,,,,,,,Empfang ConSol - Berufliche Perspektiven,während Öffnungszeiten am Empfang erhältlich,,defibrillator,144,node/10822167843,yes,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00",ConSol - Berufliche Perspektiven,,+41 41 766 48 00,,"local_knowledge, defikarte.ch",,,
10901297106,node,47.1974513,8.4395063,yes,,,,,,,Cafeteria / Schrank am Eingang,während den Öffnungszeiten verfügbar,,defibrillator,144,node/10901297106,yes,,,,,,Mo-Fr 08:30-16:15,Heilpädagogisches Zentrum Hagendorn ,,+41415007000,,"local_knowledge, defikarte.ch",,,
10910676158,node,47.188618,8.5137036,no,,,,,,,Empfang,oranger Koffer,,defibrillator,144,node/10910676158,yes,,,,MET Holding AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10910676161,node,47.1868819,8.5201283,,,,,,,,Im Schrank bei Empfang,oranger Koffer,,defibrillator,144,node/10910676161,yes,,,,MLL Meyerlustenberger Lachenal Froriep AG,,"Mo-Fr 08:00-12:00,13:30-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,
10910676181,node,47.215162,8.570313,yes,,,,,,,Beim Eingang hinter Treppe zum 1.OG,oranger Koffer,,defibrillator,144,node/10910676181,yes,,,,Binelli Automobile AG,,Mo-Fr 07:00-18:30; Sa 09:00-16:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10910676182,node,47.1961678,8.5205159,no,,,,,,,2.OG Treppenhaus,oranger Koffer,,defibrillator,144,node/10910676182,yes,,,,e-emergency AG,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,
10911213805,node,47.1812688,8.4586036,,,,,,,,im EG beim Fitness,während den Öffnungszeiten,,defibrillator,144,node/10911213805,yes,,0,,,,Mo-Fr 07:30-17:00,Physiotherapie,,+41 41 781 40 00,,"local_knowledge, defikarte.ch",,,
10946130459,node,47.2042415,8.4323991,yes,,,,,,,Bushäuschen Lorzenmatt,,,defibrillator,144,node/10946130459,no,,0,,,,24/7,Gemeinde Cham,,,,,,,
10946144615,node,47.1868507,8.457858,yes,,,,,,,Aussenfassade,,,defibrillator,144,node/10946144615,no,,0,,,,24/7,Gemeinde Cham,,,,,,,
10946144616,node,47.1837833,8.4540129,yes,,,,,,,"""Aussenwand gegen Sportbahn""",,,defibrillator,144,node/10946144616,no,,0,,,,24/7,Gemeinde Cham,,,,,,,
10946144617,node,47.1829092,8.4559511,yes,,,,,,,"Aussenwand Dreifachsporthalle, Rigistrasse",,,defibrillator,144,node/10946144617,no,,0,,Dreifachsporthalle Röhrliberg,,24/7,Einwohnergemeinde Cham,,,,,,,
10959596602,node,47.1333644,8.5612008,yes,,,,,,,Clubhaus Tennisclub,,,defibrillator,144,node/10959596602,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,,,,,,
10959652715,node,47.138963,8.5822802,yes,,,,,,,Eingang SH Acher Mitte,,,defibrillator,144,node/10959652715,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,,,,,,
10961599805,node,47.1620175,8.4362658,,,,,,,,"1.Stock, bei Druckerzentrum ist Erste Hilfe Ecke mit AED stationiert",,,defibrillator,144,node/10961599805,yes,,1,,,,Mo-Fr 08:00-17:00,CTA Energy Systems AG,,+41 41 766 40 00,,"local_knowledge, defikarte.ch",,,
10970405205,node,47.1363675,8.5878911,yes,,,,,,,Kiosk Minigolf,,,defibrillator,144,node/10970405205,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,+41 41 754 55 07,,"local_knowledge, defikarte.ch",,,
10989527105,node,47.1756535,8.5139966,,,,,,,,Gubelstrasse 22,nur während den Öffnungszeiten verfügbar,,defibrillator,144,node/10989527105,yes,,6,,,,Mo-Fr 08:00-17:00,Eingemietete Firma im Stadthaus Zug,,+41 417269966,,"local_knowledge, defikarte.ch",,,
11034673556,node,47.1826185,8.5240079,yes,,,,,,,Bei der Zürich Versicherung,während Öffnungszeiten verfügbar,,defibrillator,144,node/11034673556,yes,,,,,,,Zürich Versicherungs-Gesellschaft,,,,,,,
11037266774,node,47.1895,8.51546,yes,,,,,,,beim Empfang,,,defibrillator,144,node/11037266774,yes,47.1895,,8.51546,MET Holding AG,,Mo-Fr 09:00-17:30,Lifetec AG,,+41 800 122 144,,,,,
11037266777,node,47.18688,8.52018,no,,,,,,,Im Schrank bei Empfang,,,defibrillator,144,node/11037266777,yes,47.18688,,8.52018,MLL Meyerlustenberger Lachenal Froriep AG,,,Lifetec AG,,+41 800 122 144,,,,,
11038060225,node,47.1802172,8.4503329,yes,,,,,,,Krämermatt 5,aussen ander Fassade beim Hauseingang 5,,defibrillator,144,node/11038060225,no,,0,,,,24/7,Privatperson,,,,,,,
11038063711,node,47.1975278,8.4123444,yes,,16,,Matten,,,An Strasse bei Fussgängerstreifen,Grüner Kasten,,defibrillator,144,node/11038063711,no,,0,,Schulhaus Matten,,24/7,Lifetec AG Schweiz,,+41800 122 144,1429LTS,,,,
11038063829,node,47.1826288,8.5240012,,,,,,,,Zurich HelpPoint Zug,,,defibrillator,144,node/11038063829,yes,,,,,,"Mo-Fr 07:30-12:00,13:30-17:00",Zürich Versicherungs-Gesellschaft AG,,+41800808080,,,,,
11039283405,node,47.1495561,8.5075466,yes,,,,,,,Badeplatz Tellenörtli,,,defibrillator,144,node/11039283405,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 723 99 00,,,,,
11052543405,node,47.181061,8.5182968,,,,,,,,"in der Praxis im EG, beim Eingang rechts an der Wand",während den Öffnungszeiten erreichbar,,defibrillator,144,node/11052543405,yes,,0,,,,Mo-Th 07:30-19:30; Fr 07:30-19:30,Cubus Physio,,,,,,,
11056334005,node,47.1864241,8.4569567,,,,,,,,Im Eingangsbereich des Reha-Zentrum Papieri auf die linke Seite,,,defibrillator,144,node/11056334005,yes,,0,,,,Mo-Th 07:30-19:30; Fr 07:30-17:00,Reha-Zentrum Papieri AG,,+41 41 781 40 00,,"local_knowledge, defikarte.ch",,,
11059278582,node,47.1853515,8.4592539,yes,,,,,,,Aussenwand Eingang,,,defibrillator,144,node/11059278582,no,,,,,,24/7,Einwohnergemeinde Cham,,,,,,,
11059373952,node,47.1784276,8.4514111,yes,,,,,,,Aussenwand Eingang Chinderhuus,,,defibrillator,144,node/11059373952,no,,,,,,,Einwohnergemeinde Cham,,,,,,,
11153219905,node,47.1832231,8.5180843,yes,,,,,,,Lindenstrasse 14,Während Bürozeiten verfügbar,,defibrillator,144,node/11153219905,yes,,2,,,,,IBG Engineering AG,,+41 58 356 66 00,,"local_knowledge, defikarte.ch",,,
11210666237,node,47.1127966,8.5361892,yes,,,,,,,öffentliche WC Anlage,,,defibrillator,144,node/11210666237,no,,0,,,,24/7,"Einwohnergemeinde Walchwil, Dorfstrasse 23, 6318 Walchwil",,+41 41 759 80 10,,"local_knowledge, defikarte.ch",,,
11215265144,node,47.1788006,8.4634972,yes,,,,,,,AED Wiese beim Landungssteg Kursschiff,,,defibrillator,144,node/11215265144,no,,,,,,24/7,Einwohnergemeinde Cham,,+41 41 723 87 94,,,,,
11257044437,node,47.179504,8.5254014,,,,,,,,"Baarermattstrasse 10, 6340 Baar",,,defibrillator,144,node/11257044437,yes,,4,,,,Mo-Fr 08:00-17:00,Sonio AG,,+41 41 768 40 40,,,,,
11309550072,node,47.1978946,8.4895038,yes,,,,,,,"Eingang Mehrzweckgebäude ""Sunnegrund""",,,defibrillator,144,node/11309550072,no,,,,,,24/7,Gemeinde Steinhausen,,+41 41 748 11 55,,"local_knowledge, defikarte.ch",,,
11331051869,node,47.1337269,8.6114825,no,,,,,,,Beim Empfang,während Öffnungszeiten Ägeribad,,defibrillator,144,node/11331051869,yes,,0,,,,,Ägeribad AG,,+41417547500,,,,,
11346336784,node,47.1977112,8.4881306,yes,,,,,,,"Eingang Dreifachturnhalle ""Sunnegrund""","Zoll AED 3, mit Kindertaste und CPR Feedback. Inkl. Notfallset: Schere, Rasierer, Beatmungs-Folie, Taschenmaske in Hartbox mit Filter, Gummizug, Handschuhe und Alkoholpads.",,defibrillator,144,node/11346336784,no,,,,,,24/7,Gemeinde Steinhausen,,+41 41 748 11 55,,"local_knowledge, defikarte.ch",,,
11348652969,node,47.186971,8.4791708,no,,,,,,,"Logistikraum, links neben der Eingangstüre zum Bürotrakt","während Öffnungszeiten verfügbar, ausser Feiertage Kanton Zug, National Feiertage",,defibrillator,144,node/11348652969,no,,1,,,,,OPED AG ,,+41 41 748 53 35,,"local_knowledge, defikarte.ch",,,
11462032664,node,47.1804851,8.4682139,yes,,,,,,22.12.2023,Aussenkasten beim Eingang WC-Anlagen,,,defibrillator,144,node/11462032664,no,,,,,,24/7,Einwohnergemeinde Cham,,+41 41 723 50 50,,survey,,,
11572596269,node,47.18693,8.5207187,no,,,,,,,Zugerstrasse 50,Von 08:00 bis 17:00,,defibrillator,144,node/11572596269,yes,,0,,,,,SIKA,,+41584366800,,,,,
11664485505,node,47.1850629,8.4581078,yes,,,,,,,"neben der Parkhauskasse, immer zugänglich",,,defibrillator,144,node/11664485505,no,,,,,,,sanität24.ch,,,,,,,
11673924669,node,47.1948117,8.523343,,,,,,,,Ibis Hotel,direkt hinter der Notausgangstür,,defibrillator,144,node/11673924669,yes,,0,,,,24/7,ibis Hotel,,,,,,,
11681013769,node,47.1604592,8.4340482,,,,,,,,Dispo Anmeldung,,,defibrillator,144,node/11681013769,yes,,1,,,,Mo-Fr 07:00-16:30,Holcim Kies und Beton AG,,+41588500122,,,,,
11727256169,node,47.1929141,8.4798432,no,,,,,,,Werkhof Steinhausen,Schiller Fred Easy,,defibrillator,144,node/11727256169,yes,,,,,,,Gemeindeverwaltung Steinhausen,,+41 41 748 11 55,,"local_knowledge, defikarte.ch",,,
11750021069,node,47.1617075,8.5185242,yes,,,,,,,Zugerbergstrasse 3c,AED Immer Verfügbar,,defibrillator,144,node/11750021069,no,,,,,,24/7,Schulen St. Michael Zug AG,,+41417271210,,"local_knowledge, defikarte.ch",,,
11750337069,node,47.1946009,8.523497,yes,,,,,,,"Praxis Eigenmann, Sprechzimmer 2",während Praxisöffnungszeiten verfügbar,,defibrillator,144,node/11750337069,no,,1,,,,,Privatperson,,+41 41 763 35 50,,"local_knowledge, defikarte.ch",,,
11795066069,node,47.1891908,8.4745244,,,,,,,,Eingang Empfang neben den Toiletten,,,defibrillator,144,node/11795066069,yes,,,,,,"Mo-Fr 07:30-12:00,13:00-17:00",Heusser Water Solutions AG,,+41 41 747 22 00,,,,,
11802150369,node,47.204041,8.5758966,yes,,,,,,,"Beim Bankomat Raiffeisenbank Neuheim Poststrasse 4, 6345 Neuheim",während Öffnungszeiten verfügbar,,defibrillator,144,node/11802150369,yes,,,,,,05:00-24:00; PH 05:00-24:00,Raiffeisenbank Menzingen-Neuheim,,+41 79 603 93 59,,"local_knowledge, defikarte.ch",,,
11816475034,node,47.1400107,8.4355235,,,,,,,,,,,defibrillator,144,node/11816475034,no,,,,,,,,,,,,,,
11818396369,node,47.1967492,8.536366,,,,,,,,Langgasse 47b,Büro Innen Empfang,,defibrillator,144,node/11818396369,yes,,2,,,,"Mo-Fr 8:00-12:00, 13:30-17:00",Martin Lenz AG,,,,,,,
11837321181,node,47.1874501,8.516622,,Baar,11,6340,Oberneuhofstrasse,,,"1.OG, an Wand neben Kaffeemaschine 1404 LTM",Oranger Koffer,,defibrillator,144,node/11837321181,yes,,1,,KLAFS AG,,"Mo-Fr 08:00-12:00,13:00-17:00",Llifetec AG Schweiz,,+41 800 122 144,1404 LTM,,,,
11873658778,node,47.1768023,8.5180118,private,Zug,78,6300,Baarerstrasse,,,"EG, im Büro nach Treppe rechts an der Wand, nähe Regal 1365LTM",Koffer Schwarz,,defibrillator,144,node/11873658778,yes,,0,,Ammann+Partner AG,,,Lifetec AG Schweiz,,+41 800 122 144,1365LTM,,,,
11893662869,node,47.113127,8.6229908,,,,,,,,Camping Naas,WC,,defibrillator,144,node/11893662869,yes,,,,,,,,,,,"local_knowledge, defikarte.ch",,,
11909793096,node,47.2120797,8.4635636,private,,,,,,,Kommandozentralle 1417LTM,Oranger Koffer,,defibrillator,144,node/11909793096,yes,,1,,BHZ Baustoff Verwaltung AG,,,Lifetec AG Schweiz,,+41 800 122 144,1417LTM,,,,
11917431969,node,47.182299,8.5092162,yes,,,,,,,Vereinshaus Gartenverein,,arealchef@gartenverein-herti.ch,defibrillator,144,node/11917431969,no,,,,,,24/7,Gartenverein Herti,,,,,,,
11917432070,node,47.1822074,8.5045455,yes,,,,,,,"Schulhaus Herti, (Pavillon A, Eingang), Eichwaldstrasse 19",,sicherheit@stadtzug.ch,defibrillator,144,node/11917432070,no,,0,,,,24/7,"Stadtverwaltung Zug, Abteilung Sicherheit und Verkehr",,+41 58 728 99 00,,,,,
11921869170,node,47.1902484,8.4868151,yes,,,,,,,"Allmendstrasse 13/15, neben Briefkasten bei Rampe",allg. Zugänglich,,defibrillator,144,node/11921869170,no,,,,,,24/7,"Frenademez AG, Allmendstrasse 13",,+41 41 749 90 20,,"local_knowledge, defikarte.ch",,,
11929342969,node,47.1807948,8.48961,permissive,,,,,,,"Im Rank 120, Hochparterre rechts, 6300 Zug","Privat, anrufen oder läuten",,defibrillator,144,node/11929342969,yes,,1,,,,Mo-Su 10:00-19:00,Privatperson,,+41798177784,,"local_knowledge, defikarte.ch",,,
11954116269,node,47.1579104,8.4191483,yes,,,,,,,Hofmeister,Beim Bäsebeizli WC,,defibrillator,144,node/11954116269,no,,0,,,,24/7,"Privat, Rima Fontana",,+41792490094,,"local_knowledge, defikarte.ch",,,
11960096225,node,47.1880262,8.4777248,no,,19,,Hinterbergstrasse,,,"3. Im Pausenraum
1431LTM",Oranger Koffer,,defibrillator,144,node/11960096225,yes,,3,,UMB,,,Lifetec AG Schweiz,,+41800 122 144,1431LTM,,,,
11989736469,node,47.1681595,8.5158956,no,,,,,,,"Bahnhofstrasse 2, Eingang Bahnhofstrasse oder Poststrasse möglich",Während den Bürozeiten,,defibrillator,144,node/11989736469,yes,,2,,,,,Eviosys Packaging Switzerland GmbH,,+41417591099,,"local_knowledge, defikarte.ch",,,
12012374169,node,47.195771,8.4842563,yes,,,,,,,Kirchen und Begegnungszentrum Chilematt,"Während Öffnungszeiten zugänglich, Befindet sich in der Garderobe der Reformierten Kirche und Saal 3, Kinder Pads",,defibrillator,144,node/12012374169,yes,,,,,,Mo-Su 08:00-19:00,Kirchengemeinde,,+41417411548,,"local_knowledge, defikarte.ch",,,
12073565570,node,47.1346804,8.5710418,yes,,,,,,,Heizwerk Rain,24/7,,defibrillator,144,node/12073565570,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,+41 41 754 55 07,,"local_knowledge, defikarte.ch",,,
12140032801,node,47.1744064,8.5060036,private,,,,,,,"Physio im Schutzengel, Allmendstrasse 1",Während Öffnungszeiten verfügbar,,defibrillator,144,node/12140032801,yes,,,,,,"Mo-Th 07:30-20:00, Fr 07:30-18:00, Sa 08:30-13:00",Privatperson,,+41417116770,,"local_knowledge, defikarte.ch",,,
12165421601,node,47.1029879,8.518889,yes,,,,,,,"Müller Holzbau, Forchwaldstrasse 55",Hausfassade / Eingang zur Werkstatt,,defibrillator,144,node/12165421601,no,,,,,,24/7,"Einwohnergemeinde Walchwil, Dorfstrasse 23, 6318 Walchwil",,+41417598010,,"local_knowledge, defikarte.ch",,,
12218273201,node,47.0959401,8.521834,yes,,,,,,,Hinterbergstrasse 38,Gegenüber Restaurant Aesch / Aussenkasten in der Rabatte,,defibrillator,144,node/12218273201,no,,,,,,24/7,Einwohnergemeinde Walchwil,,+41417598010,,"local_knowledge, defikarte.ch",,,
12273379783,node,47.1851947,8.5148804,yes,,3,,Unternehmer-park,,,"Factory EG
1490LTM",,,defibrillator,144,node/12273379783,yes,,0,,Partners Group AG,,Mo-Fr 07:00 -18:00,Lifetec AG,,+41800122144,1490LTM,,,,
12273444649,node,47.1858716,8.5163156,yes,,3,,Unternehmer-Park,,,"The Greenery EG
1484LTM",,,defibrillator,144,node/12273444649,yes,,0,,Partners Group AG,,Mo-Fr 07:00 -18:00,Lifetec AG,,+41 800 122 144,1484LTM,,,,
12273449627,node,47.1857749,8.5156773,yes,,3,,Unternehmer-Park,,,"Foundary EG
1488LTM",,,defibrillator,144,node/12273449627,yes,,0,,Partners Group AG,,Mo-Fr 07:00 -18:00,Lifetec AG,,+41 800 122 144,1488LTM,,,,
12306615001,node,47.176515,8.5075432,permissive,,,,,,,"Bossard Arena, Haupteingang, im Gang rechts an Wand vor Aussenfeld-Kasse",,,defibrillator,144,node/12306615001,yes,,0,,,,,Kunsteisbahn Zug AG,,+41417253150,,,,,
12318739101,node,47.198191,8.4840483,private,,,,,,,"Privater AED im Fzg, Firstresponder hier wohnhaft","Zoll AED 3, mit Kindertaste und CPR Feedback. Inkl. Notfallset: Schere, Rasierer, Beatmungs-Folie, Taschenmaske in Hartbox mit Filter, Gummizug, Handschuhe und Alkoholpads.",,defibrillator,144,node/12318739101,yes,,,,,,Mo-Su 09:00-21:00,Claudio Granja (First Responder),,+41 76 513 14 15,,"local_knowledge, defikarte.ch",,,
12335513801,node,47.1425988,8.4251028,yes,,,,,,,Kindergarten ,,,defibrillator,144,node/12335513801,no,,,,,,24/7,,,,,"local_knowledge, defikarte.ch",,,
12339677301,node,47.1813855,8.485136,,,,,,,,"Merck (Schweiz) AG, Chamerstrasse 174, 6300 Zug",während Öffnungszeiten,,defibrillator,144,node/12339677301,yes,,1,,,,"Mo-Th 08:00-16:00, Fr 08:00-12:00",,,+41 41 729 22 22,,"local_knowledge, defikarte.ch",,,
12350596501,node,47.1325164,8.5848713,yes,,,,,,,Ludothek / Kinderkrippe,,,defibrillator,144,node/12350596501,no,,,,,,24/7,Einwohnergemeinde Unterägeri,,+41 41 754 55 07,,"local_knowledge, defikarte.ch",,,
12364857304,node,47.1909665,8.4806943,private,,,,,,,"MB Auto Center Zug AG, Werkstatt, zwischen Fahrzeugaufbereitung und Service-Direktannahme",Während Öffnungszeiten verfügbar,,defibrillator,144,node/12364857304,yes,,0,,,,"Mo-Fr 07:30 - 18:30, Sa 09:00 - 17:00",MB Auto Center Zug AG,,+4141766 65 65,,"local_knowledge, defikarte.ch",,,
12389950406,node,47.1967989,8.4549773,permissive,,,,,,,"1. Zwischengeschoss im Sanitätszimmer bei der Rampe ABNOX AG, Langackerstrasse 25, 6330 Cham",während Öffnungszeiten erreichbar,,defibrillator,144,node/12389950406,yes,,1,,,,Mo - Fr 07:00 - 16:30,ABNOX AG und DOPAG AG,,+41 78 891 51 15,,"local_knowledge, defikarte.ch",,,
12406664801,node,47.1923581,8.5201988,yes,,,,,,,"Friedhof, Bestattungsgebäude",,,defibrillator,144,node/12406664801,no,,0,,,,24/7,Gemeinde,,,,,,,
