osm_id,osm_type,lat,lon,access,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:street:en,air_conditioning,alarm,alt_name,amenity,bicycle,branch,brand,brand:wikidata,building,check_date,check_in,colour,contact:addr:full,contact:email,contact:emergency,contact:phone,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,description,description:de,description:en,elevator,email,emergency,emergency:amenity,emergency:phone,emergency_telephone_code,fixme,foot,highway,id,image,image:license,image_1,image_2,indoor,internet_access,latitude,layer,leisure,level,level:ref,location,locked,longitude,manufacturer,mapillary,motor_vehicle,name,note,opening_hours,operator,operator:email,operator:phone,operator:type,outdoor,panoramax,phone,phone:CH,planned:tourism,postal_code,ref,source,sport,start_date,support,survey:date,tourism,url,website,wheelchair,wheelchair:description,wikimedia_commons
9899496818,node,46.9329037,7.1999253,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schulhausweg 2, 3214 Ulmiz",,,,,,,,,defibrillator,,144,,,,,node/9899496818,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Gurmels,,,,,,,,,,,,,,,,,,,,,
9901897117,node,46.2266873,8.6025012,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,casa partocchiale,,,,,,,,,defibrillator,,144,,,,,node/9901897117,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9903400906,node,46.2212591,8.7419294,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Um die Ecke beim Camping-Empfang,,,,,,,,,defibrillator,,144,,,,,node/9903400906,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9905540172,node,47.262658,8.4213078,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links der Garage,,,,,,,,,defibrillator,,144,,,,,node/9905540172,,,,,no,,,,,,,,,,,,,,,24/7,Gottfried Morgenegg,,,,,,+41 44 761 41 52,,,,,,,,,,,,,,,
9905772617,node,47.6443958,8.8600718,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camping Hütteberg ,,,,Ganze Saison offen ,,,,,defibrillator,,144,,,,,node/9905772617,,,,,yes,,,,,,,,,,,,,,,24/7,Camping Hütteberg ,,,,,,,,,,,,,,,,,,,,,
9907415818,node,46.5413078,9.8923362,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camping Gravatscha,,,,Öffentlich zugänglich Sateliten Unterstüzt,,,,,defibrillator,,144,,,,,node/9907415818,,,,,no,,,,,,,,,,,,,,,24/7,Camping Gravatscha,,,,,,,,,,,,,,,,,,,,,
9907432517,node,46.6115986,9.9836315,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Haus S-chanf,,,,Beim Unteren Eingang der Gemeindeverwaltung,,,,,defibrillator,,144,,,,,node/9907432517,,,,,no,,,,,0,,,,,,,,,,24/7,Gemeinde S-chanf,,,,,,+41797293967,,,,,,,,,,,,,,,
9909593178,node,47.1494603,8.0185329,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eingang Pfarrsaal, links an der Wand, beim Aschenbecher.",,,,,,,,,defibrillator,,144,,,,,node/9909593178,,,,,no,,,,,,,,,,,,,,,24/7,Sanitätsteam Ettiswil,,,,,,+41795982464,,,,,,,,,,,,,,,
9909616201,node,47.0673029,8.3143675,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingangsbereich Haus C,,,,,,,,,defibrillator,,144,,,,,node/9909616201,,,,,yes,,,,,,,,,,,,,,,24/7,Dr. med. Ph. Trefny,,,,,,+41 41 370 31 28,,,,,,,,,,,,,,,
9910171317,node,46.8989102,8.2498419,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Büntenterminal,,,,Tresor für Responder plus,,,,,defibrillator,,144,,,,,node/9910171317,,,,,no,,,,,,,,,,,,,,,24/7,Härz fir Obwaldä,,,,,,+41799616241,,,,,,,,,,,,,,,
9910218217,node,47.33033,8.7874089,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links vom Tierarzt-Eingang,,,,ist 24/7 erreichbar,,,,,defibrillator,,144,,,,,node/9910218217,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9910272343,node,47.0252987,8.9447404,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aussenwand Gebäude Richtung See,,,,,,,,,defibrillator,,144,,,,,node/9910272343,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,limited,,
9910272357,node,47.0231106,8.9117467,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neben Eingang Restaurant,,,,,,,,,defibrillator,,144,,,,,node/9910272357,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9910372461,node,47.0024197,8.3333075,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,On the wall outside of public restrooms.,,,,,,,,,defibrillator,,144,,,,,node/9910372461,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Horw,,,,,,,,,,,,,,,,,,,,,
9911032321,node,46.9539861,7.3369607,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Eingang Seite Strasse,,,,unter Vordach,,,,,defibrillator,,144,,,,,node/9911032321,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Frauenkappelen,,,,,,,,,,,,,,,,,,,,,
9911225317,node,47.4729484,8.0513708,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Gemeindehaus,,,,Aussenseite,,,,,defibrillator,,144,,,,,node/9911225317,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Herznach,,,,,,,,,,,,,,,,,,,,,
9912789893,node,47.0298426,9.0012413,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unter dem Vordach des Toilettengebäudes,,,,,,,,,defibrillator,,144,,,,,node/9912789893,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9916298917,node,47.5030258,7.8653687,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,vor der Turnhalle,,,,,,,,,defibrillator,,144,,,,,node/9916298917,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Buus,,,,,,,,,,,,,,,,,,,,,
9916678020,node,46.7951346,9.4299603,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bergstation Luftseilbahn Rhäzüns-Feldis LRF,,,,Zoll AED Plus in alarmgesichertem Kasten,,,,,defibrillator,,144,,,,,node/9916678020,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Domleschg,,,,,,+41 81 650 13 13,,,,,,,,,,,,,,,
9919832317,node,45.9216041,9.0390831,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostello,,,,,,,,,defibrillator,,144,,,,,node/9919832317,,,,,no,,,,,,,,,,,,,,,24/7,Öffentlich,,,,,,,,,,,,,,,,,,,,,
9933730408,node,46.4714003,6.8298584,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dans la rampe d'accès,,,,,,,,,defibrillator,,144,,,,,node/9933730408,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9937518256,node,46.6215179,8.0250145,yes,Grindelwald,,,,,,3818,Grundstrasse 65,,,,,,,,,,,,,,,,,,,,Strassenseitig neben Eingang,,,,,,,,,defibrillator,,144,,,,,node/9937518256,,,,,no,,,,,,,,,,,,,,,24/7,Jungfraubahn,,,,,,+41 33 828 7936,,,,,,,,,,,,,,,
9937522011,node,46.9625613,9.5625204,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am Haupteingang Ost Verwaltungsgebäude auf der Fussgängerbrücke die ins Verwaltungsgebäude zum Empfang führt.,,,,,,,,,defibrillator,,144,,,,,node/9937522011,,,,,yes,,,,,,,,,,,,,,,24/7,Plantahof,,,,,,+41812576122,,,,,,,,,,,,,,,
9939874117,node,46.8893978,8.8999148,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuerwehrlokal Urnerboden,,,,"Befindet sich im gleichen Raum wie Glassammelstelle, braune Türe rechts",,,,,defibrillator,,144,,,,,node/9939874117,,,,,yes,,,,,,,,,,,,,,,24/7,Gemeinde Spiringen,,,,,,,,,,,,,,,,,,,,,
9942761934,node,47.2599955,7.947592,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang,,,,links im weissen Kasten,,,,,defibrillator,,144,,,,,node/9942761934,,,,,no,,,,,,,,,,,,,,,24/7,Samariterverein Brittnau,,,,,,,,,,,,,,,,,,,,,
9944152517,node,47.427757,8.8165364,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,,144,,,,,node/9944152517,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Wildberg,,,,,,,,,,,,,,,,,,,,,
9945320171,node,47.2428994,8.6071873,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aussenfassade Garderobe FC Horgen,,,,,,,,,defibrillator,,144,,,,,node/9945320171,,,,,no,,,,,,,,,,,,,,,24/7,Gemeinde Horgen,,,,,,+41 44 728 42 46,,,,,,,,,,,,,,,
9945349457,node,47.4284211,8.962364,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bei Feuwehrdepot links,,,,,,,,,defibrillator,,144,,,,,node/9945349457,,,,,no,,,,,,,,,,,,,,,24/7,Feuerwehr Fischingen,,,,,,+41799585817,,,,,,,,,,,,,,,
9945353809,node,47.1476263,9.0361007,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vor dem Haupteingang,,,,,,,,,defibrillator,,144,,,,,node/9945353809,,,,,no,,,,,,,,,,,,,,,24/7,"Riget AG, Remo Riget",,,,,,+41 55 410 33 22,,,,,,,,,,,,,,,
9945366230,node,47.3813565,7.9190893,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapelle Mahrenstrasse 144: Von der Strasse aus sichtbar, links der Türe",,,,,,,,,defibrillator,,144,,,,,node/9945366230,,,,,no,,,,,,,,,,,,,,,24/7,Kapellenverein St. Antonius Mahren,,,,,,+41 79 418 96 41,,,,,,,,,,,,,,,
9947494717,node,46.9396904,6.852042,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurant ""Le Pilotis""",,,,"Sur le mur Nord du restaurant ""Le Pilotis """,,,,,defibrillator,,144,,,,,node/9947494717,,,,,no,,,,,,,,,,,,,,,24/7,Commune Cortaillod,,,,,,,,,,,,,,,,,,,,,
9947516718,node,46.9424276,6.8460563,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collège Cortaillod,,,,Sur le mur en face du magasin de seconde main ,,,,,defibrillator,,144,,,,,node/9947516718,,,,,no,,,,,,,,,,,,,,,24/7,Commune de Cortaillod,,,,,,,,,,,,,,,,,,,,,
9948983218,node,47.4301709,9.3886406,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSSG Ecke Haus 20,,,,,,,,,defibrillator,,144,,,,,node/9948983218,,,,,no,,,,,,,,,,,,,,,24/7,KSSG,,,,,,,,,,,,,,,,,,,,,
9952313617,node,47.1331275,7.2457528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hans hugi strasse 2,,,,VZB,,,,,defibrillator,,144,,,,,node/9952313617,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9955243218,node,46.9023455,7.6414481,yes,Grosshöchstetten,,,,2,,3506,Erlessenweg,,,,,,,,,,,,,,,,,,,,"Erlessenweg 2, Garage links",,,,,,,,,defibrillator,,144,,,,,node/9955243218,,,,,no,,,,,,,,,,,,,,,24/7,-,,,,,,+41 31 710 21 10,,,,,,,,,,,,,,,
9957003417,node,47.3969329,8.6182493,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadthaus,,,,links neben Haupteingang,,,,,defibrillator,,144,,,,,node/9957003417,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Dübendorf,,,,,,,,,,,,,,,,,,,,,
9957257555,node,46.8070505,7.4759115,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eingang Süd, Aussenwand",,,,,,,,,defibrillator,,144,,,,,node/9957257555,,,,,no,,,,,,,,,,,,,,,24/7,Schulhaus Riggisberg,,,,,,+41 76 329 86 64,,,,,,,,,,,,,,,
9957257556,node,46.8115662,7.4761255,yes,Riggisberg,,,,,,3132,Kirchweg 2,,,,,,,,,,,,,,,,,,,,"Eingang Nord des Kirchgemeindehauses, im Windfang.",,,,,,,,,defibrillator,,144,,,,,node/9957257556,,,,,no,,,,,,,,,,,,,,,24/7,Kirchgemeindehaus,,,,,,+41 79 329 45 82,,,,,,,,,,,,,,,
9960949181,node,47.3744923,8.4096715,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waffenplatz ZH-Reppischtal, Forsthaus",,,,Öffentlich zugänglich,,,,,defibrillator,,144,,,,,node/9960949181,,,,,yes,,,,,,,,,,,,,,,24/7,Amt für Militär und Zivilschutz,,,,,,+41 58 484 44 22,,,,,,,,,,,,,,,
9964884417,node,47.2883704,7.9451568,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raiffeisenbank Eingangsbereich bei den 24h Bankomaten,,,,,,,,,defibrillator,,144,,,,,node/9964884417,,,,,yes,,,,,,,,,,,,,,,24/7,Raiffeisenbank Zofingen,,,,,,,,,,,,,,,,,,,,,
9965245617,node,47.4870075,8.7070486,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home of Innovaton neben Eingangstüre Klosterstrasse 34,,,,365 Tage zur Verfügung,,,,,defibrillator,,144,,,,,node/9965245617,,,,,no,,,,,,,,,,,,,,,24/7,Viele Firmen im Gebäude,,,,,,,,,,,,,,,,,,,,,
9966212418,node,46.3085251,7.8591084,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postauto Haltestelle Hofmatta,,,,Unterstand,,,,,defibrillator,,144,,,,,node/9966212418,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9967325217,node,47.3309984,9.467602,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirche beim Eingang WC,,,,,,,,,defibrillator,,144,,,,,node/9967325217,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9967598517,node,47.4278271,8.535355,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riedenholzstrasse 30, Neben Eingang",,,,jederzeit verfügbar,,,,,defibrillator,,144,,,,,node/9967598517,,,,,no,,,,,0,,,,,,,,,,24/7,Baugenossenschaft Schönau,,,,,,+41 44 301 23 34,,,,,,,,,,,,,limited,,
9972055117,node,47.2696286,8.4902653,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Gallenbüel 2 Haupteingang links,,,,,,,,,defibrillator,,144,,,,,node/9972055117,,,,,no,,,,,,,,,,,,,,,24/7,Schule Aeugst am Albis,,,,,,+41 44 761 19 90,,,,,,,,,,,,,,,
9972315089,node,47.3637029,9.5559758,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aussenseite Nord, zwischen Eingang LANDI-Laden und LAVEBA-Shop",,,,,,,,,defibrillator,,144,,,,,node/9972315089,,,,,no,,,,,,,,,,,,,,,24/7,LANDI Oberrheintal,,,,,,+41717575070,,,,,,,,,,,,,,,
9979914116,node,47.2747118,8.7187078,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gut sichtbar - direkt bei Garage,,,,,,,,,defibrillator,,144,,,,,node/9979914116,,,,,no,,,,,,,,,,,,,,,24/7,Caroline Schlup,,,,,,+41 43 422 55 44,,,,,,,,,,,,,,,
9979935610,node,46.845998,7.1913293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Samariterverein Düdingen, Parkplatz Ochsen",,,,,,,,,defibrillator,,144,,,,,node/9979935610,,,,,yes,,,,,,,,,,,,,,,24/7,Samariterverein Düdingen,,,,,,,,,,,,,,,,,,,,,
9979935611,node,46.8627777,7.2522475,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bahnhof SBB/BLS, Südseite, an der Gebäudeaussenseite beim Fahrradunterstand",,,,,,,,,defibrillator,,144,,,,,node/9979935611,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9979935615,node,46.81056,7.211601,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HFR Spital Tafers, Notfall",,,,,,,,,defibrillator,,144,,,,,node/9979935615,,,,,yes,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9979942463,node,47.2600486,8.1115529,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang Schulhaus links,,,,,,,,,defibrillator,,144,,,,,node/9979942463,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindekanzlei Schmiedrued,,,,,,+41 62 726 22 83,,,,,,,,,,,,,,,
9979942464,node,47.2696948,8.1055042,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang unten beim Parkplatz,,,,,,,,,defibrillator,,144,,,,,node/9979942464,,,,,no,,,,,,,,,,,,,,,24/7,Gemeindekanzlei Schmiedrued,,,,,,+41 62 726 22 83,,,,,,,,,,,,,,,
9979945025,node,47.1378101,8.5811001,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Chilematt Zentrum - linke Seite,,,,,,,,,defibrillator,,144,,,,,node/9979945025,,,,,yes,,,,,0,,,,,,,,,,24/7,Coop Supermarkt Unterägeri Chilematt,,,,,,+41 41 754 68 10,,,,,,,,,,,,,limited,,
9981543918,node,47.3226716,8.5214922,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im Sihlhof 40 bei Briefkästen,,,,,,,,,defibrillator,,144,,,,,node/9981543918,,,,,no,,,,,,,,,,,,,,,24/7,Privat,,,,,,,,,,,,,,,,,,,,,
9987417105,node,47.2674056,7.9636995,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beim Eingang Gemeindehaus,,,,,,,,,defibrillator,,144,,,,,node/9987417105,,,,,no,,,,,,,,,,,,,,,24/7,Martina Winiger,,,,,,+41627455136,,,,,,,,,,,,,,,
9989942217,node,47.1710388,8.9792801,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bahnhofstrasse 28, 8864 Reichenburg, links an der Garagenwand",,,,,,,,,defibrillator,,144,,,,,node/9989942217,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
9995101339,node,47.4453145,8.5861413,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Sekundarschule Spitz,,,,,,,,,defibrillator,,144,,,,,node/9995101339,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995101340,node,47.4456293,8.5855284,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Primarschule Spitz,,,,,,,,,defibrillator,,144,,,,,node/9995101340,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995101341,node,47.4458941,8.5850309,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pflegezentrum,,,,,,,,,defibrillator,,144,,,,,node/9995101341,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995101342,node,47.4441751,8.5824631,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konferenzzentrum Schluefweg neben Eingang,,,,,,,,,defibrillator,,144,,,,,node/9995101342,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995101343,node,47.4465571,8.5751707,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Hinterwiden,,,,,,,,,defibrillator,,144,,,,,node/9995101343,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995101344,node,47.4509696,8.5818461,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stadthauspassage vis-a-vis Migros, neben den Briefkästen",,,,,,,,,defibrillator,,144,,,,,node/9995101344,,,,,,,,,,0,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,limited,,
9995101345,node,47.4517737,8.5828932,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dienstleistungszentrum,,,,,,,,,defibrillator,,144,,,,,node/9995101345,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995101348,node,47.4625036,8.5876474,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Nägelimoos 11b,,,,,,,,,defibrillator,,144,,,,,node/9995101348,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995101349,node,47.4628372,8.5866255,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Nägelimoos 11a,,,,,,,,,defibrillator,,144,,,,,node/9995101349,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995101350,node,47.4621191,8.5778895,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnhalle Ruebisbach an der Talacherstrasse 2,,,,,,,,,defibrillator,,144,,,,,node/9995101350,,,,,no,,,,,,,,,,,,,,,24/7,Stadt Kloten,,,,,,+41 44 815 11 11,,,,,,,,,,,,,,,
9995107255,node,46.37613,8.6604801,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,nella casa patriziale sulla strada cantonale,,,,,,,,,defibrillator,,144,,,,,node/9995107255,,,,,no,,,,,,,,,,,,,,,24/7,144,,,,,,,,,,,,,,,,,,,,,
9995133717,node,47.1560281,7.007534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AED prive , possibilite de me joindre par tel , si present je me deplace avec l’AED a votre rencontre",,,,"AED prive , possibilite de me joindre par tel , si present je me deplace avec l’AED a votre rencontre",,,,,defibrillator,,144,,,,,node/9995133717,,,,,no,,,,,,,,,,,,,,,24/7,privat,,,,,,+41794139944,,,,,,,,,,,,,,,
9998329517,node,46.5957015,6.7700999,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A côté du panneau d'affichage communal, vers les caissettes à journaux",,,,,,,,,defibrillator,,144,,,,,node/9998329517,,,,,no,,,,,,,,,,,,,,,24/7,Commune de Mézières,,,,,,+41 21 903 02 02,,,,,,,,,,,,,,,
9999025092,node,46.596862,9.5696709,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,An der Trafostation im Holzschopf montiert.,,,,,,,,,defibrillator,,144,,,,,node/9999025092,,,,,yes,,,,,,,,,,,,,,,24/7,"Bunafè SA, Stradung 34, 7460 Savognin, Herr Patric Vincenz",,,,,,+41816842128,,,,,,,,,,,,,,,
10006194517,node,47.533442,8.5889701,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wohnschule Freienstein,,,,offen zugänglich,,,,,defibrillator,,144,,,,,node/10006194517,,,,,no,,,,,,,,,,,,,,,24/7,Wohnschule Freienstein,,,,,,+41448663111,,,,,,,,,,,,,,,
10006434548,node,46.9922481,7.4133072,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwimmbad Heimenhaus: Ausserhalb der Einzäunung,,,,,,,,,defibrillator,,144,,,,,node/10006434548,,,,,no,,,,,0,,,,,,,,,,24/7,"Marco Schaffer, Bauverwalter",,,,,,+41 31 828 21 21,,,,,,,,,,,,,,,
10006960517,node,47.0983192,7.7130019,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lädeli Beiz / Hausecke an Strasse,,,,öffentlich,,,,,defibrillator,,144,,,,,node/10006960517,,,,,no,,,,,,,,,,,,,,,24/7,Hulligers Lädeli Beiz,,,,,,+41 34 415 77 00,,,,,,,,,,,,,,,
10008481818,node,46.9595565,7.4498083,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Marienkirche,,,,auf der Kirchenrückseite,,,,,defibrillator,,144,,,,,node/10008481818,,,,,no,,,,,,,,,,,,,,,24/7,Pfarrei St. Marien Bern,,,,,,+41 31 330 89 89,,,,,,,,,,,,,,,
10011272909,node,47.2643474,8.6541286,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unten am See, Westseite bei den Sanitäranlagen und dem Müllraum",,,,,,,,,defibrillator,,144,,,,,node/10011272909,,,,,no,,,,,,,,,,,,,,,24/7,ZOLL,,,,,,+41438883030,,,,,,,,,,,,,,,
10011387908,node,47.0500512,9.4362428,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rechts vom Haupteingang neben Publikationstafel an Fassade,,,,,,,,,defibrillator,,144,,,,,node/10011387908,,,,,no,,,,,,,,,,,,,,,24/7,Politische Gemeinde Sargans,,,,,,+41 81 725 56 56,,,,,,,,,,,,,,,
10011387909,node,47.0476284,9.4348043,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rechts vom Haupteingang unter Pausenhalle,,,,,,,,,defibrillator,,144,,,,,node/10011387909,,,,,no,,,,,,,,,,,,,,,24/7,Politische Gemeinde Sargans,,,,,,+41 81 725 56 56,,,,,,,,,,,,,,,
10011458402,node,47.5606374,8.4947585,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,vis-a-vis LKW Betriebsgebäude,,,,,,,,,defibrillator,,144,,,,,node/10011458402,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
10011458403,node,47.5583043,8.506874,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am Elektroverteilerkasten,,,,,,,,,defibrillator,,144,,,,,node/10011458403,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
10011458404,node,47.5545338,8.5085299,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,bei der Bushaltestelle,,,,,,,,,defibrillator,,144,,,,,node/10011458404,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
10011458405,node,47.5705805,8.4684272,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bei Treppenrampe auf der linken Seite,,,,,,,,,defibrillator,,144,,,,,node/10011458405,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
10011458406,node,47.5609971,8.4661802,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,auf der rechten Seite des Hofladen,,,,,,,,,defibrillator,,144,,,,,node/10011458406,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
10011458407,node,47.5479361,8.5135433,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,unter Treppe / links vom Milchautomaten,,,,,,,,,defibrillator,,144,,,,,node/10011458407,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
10011458408,node,47.5694377,8.4802303,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bei der Rezeption,,,,24hverfügbar,,,,,defibrillator,,144,,,,,node/10011458408,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
10011458409,node,47.559612,8.5007532,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,unter Eingangstreppe,,,,,,,,,defibrillator,,144,,,,,node/10011458409,,,,,no,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
