osm_id,osm_type,lat,lon,access,access:conditional,access:note,activation,addr:city,addr:country,addr:floor,addr:housenumber,addr:postcode,addr:street,alarm,amenity,bicycle,check_date,check_date:opening_hours,colour,contact:city,contact:country,contact:email,contact:housenumber,contact:phone,contact:postcode,contact:street,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,description,destination,email,emergency,emergency:phone,fitness,fixme,foot,healthcare,id,image,indoor,latitude,level,level:ref,longitude,motor_vehicle,name,note,office,opening_hours,operator,operator:type,phone,phone:CH,postal_code,recycling_type,ref,source,start_date,survey:date,temporary,website,wheelchair
10763309929,node,47.36283,8.6965,yes,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang links,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309929,,yes,,,,,,Hammer Metall AG,,,"Mo-Th 07:30-12:00, 13:30-16:00; Fr 07:30-12:00, 13:30-15:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309930,node,47.36553,8.77185,,,,,,,,,,,,,,,,,,,,,,,,,,Schellenberg Druck AG Schützenhausstrasse 5 In der Produktion 1304LTM,,,,Oranger Koffer,,,defibrillator,144,,,,,node/10763309930,,yes,,,,,,Schellenberg Druck AG Zürich,,,"Mo-Fr 07:30-11:45, 13:00-16:45",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309931,node,47.36685,8.54618,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Treppenhaus, Lift, in Apotheke",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309931,,yes,,,,,,Bellevue Apotheke,,,24/7,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309932,node,47.41762,8.55503,no,,,,,,,,,,,,,,,,,,,,,,,,,6. Stock im Gang zur Kantine,,,,in weissem Wandkasten,,,defibrillator,144,,,,,node/10763309932,,yes,,,,,,"Gewerbehaus-Genossenschaft Oerlikon, GGO",,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309933,node,47.40148,8.46651,no,,,,,,,,,,,,,,,,,,,,,,,,,Nach Eingang links,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309933,,yes,,,,,,Erdgas Ostschweiz AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309934,node,47.4124,8.55014,yes,,,,,,,,,,,,,,,,,,,,,,,,,2. Stock im Sitzungszimmer,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309934,,yes,,,,,,Minira AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309936,node,47.41115,8.55211,no,,,,,,,,,,,,,,,,,,,,,,,,,In der Portierloge,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309936,,yes,,,,,,Aktiengesellschaft Hallenstadion Zürich,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309938,node,47.38765,8.52482,,,,,,,,,,,,,,,,,,,,,,,,,,5. Stock Vorhalle vor Restaurant,,,,in weissem Wandkasten,,,defibrillator,144,,,,,node/10763309938,,yes,,,,,,Stiftung Behindertenwerk St. yeskob,,,Mo-Fr 07:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309939,node,47.37192,8.53436,no,,,,,,,,,,,,,,,,,,,,,,,,,3.OG Empfang,,,,schwarzer Koffer,,,defibrillator,144,,,,,node/10763309939,,yes,,,,,,Tax Partner AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309940,node,47.39193,8.51398,no,,,,,,,,,,,,,,,,,,,,,,,,,5.OG im Büro,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309940,,yes,,,,,,Weltwoche Verlags AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309941,node,47.51446,8.6939,yes,,,,,,,,,,,,,,,,,,,,,,,,,Beim Empfang,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309941,,yes,,,,,,Body Boost Squash Center Winterthur,,,Mo-Fr 08:00-22:00; Sa-Su 09:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309942,node,47.44691,8.43371,yes,,,,,,,,,,,,,,,,,,,,,,,,,Treppe zum Pausenraum,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309942,,yes,,,,,,LOPATEX AG,,,"Mo-Fr 07:00-12:00, 13:00-16:30",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309943,node,47.41554,8.56218,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Kundenempfang, Erste Hilfe Schrank",,,,schwarzer Koffer,,,defibrillator,144,,,,,node/10763309943,,yes,,,,,,"Mercedes-Benz Automobil AG, Zweigniederlassung Zürich-Nord",,,Mo-Fr 07:00-18:30; Sa 09:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309944,node,47.30186,8.71842,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang,,,,in weissem Wandkasten,,,defibrillator,144,,,,,node/10763309944,,yes,,,,,,Stihl Vertriebs AG,,,"Mo-Th 07:30-12:00, 13:00-17:00; Fr 07:30-12:00, 13:00-16:30",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309945,node,47.34873,8.56514,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Empfang, EG",,,,blauer Rucksack,,,defibrillator,144,,,,,node/10763309945,,yes,,,,,,New Reinsurance Company Ltd.,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309946,node,47.37159,8.52563,yes,,,,,,,,,,,,,,,,,,,,,,,,,oberhalb von Apotheke im Sanitäts / Impfzimmer,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309946,,yes,,,,,,Werd-Apotheke,,,Mo-Fr 08:00-18:30; Sa 08:00-12:30,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309947,node,47.37206,8.53656,no,,,,,,,,,,,,,,,,,,,,,,,,,Im Treppenhaus 3.OG,,,,gelber Koffer,,,defibrillator,144,,Duplikat zum Defi (n10565068109)?,,,node/10763309947,,yes,,,,,,Socar Energy Switzerland GmbH,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309948,node,47.35219,8.66121,yes,,,,,,,,,,,,,,,,,,,,,,,,,"EG, Büro Empfang",,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309948,,yes,,,,,,Sitec-Sieber Engeneering AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309949,node,47.35769,8.64258,no,,,,,,,,,,,,,,,,,,,,,,,,,"Werkstatt, 2.OG",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309949,,yes,,,,,,Sitec-Sieber Engeneering AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309950,node,47.41087,8.61235,,,,,,,,,,,,,,,,,,,,,,,,,,Pausenraum Chauffeure,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309950,,yes,,,,,,K. Müller AG,,,"Mo-Fr 07:30-11:45, 13:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309952,node,47.18819,8.68067,,,,,,,,,,,,,,,,,,,,,,,,,,"Eingangsbereich, 1.OG Büroräumlichkeiten",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309952,,yes,,,,,,Verzinkerei Wollerau AG,,,"Mo-Th 07:00-12:00, 13:00-17:00; Fr 07:00-12:00, 13:00-16:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309953,node,47.43211,8.5586,yes,,,,,,,,,,,,,,,,,,,,,,,,,In Eingangsbereich von Gebäude,,,,in weissem Wandkasten,,,defibrillator,144,,,,,node/10763309953,,yes,,,,,,Alpine Finanz Immobilien AG,,,Mo-Fr 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309954,node,47.4076,8.40299,,,,,,,,,,,,,,,,,,,,,,,,,,"Reception, 3. OG",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309954,,yes,,,,,,Econis AG,,,Mo-Fr 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309955,node,47.392414,8.5017486,yes,,,,,,,,,,,,,,,,,,,,,,,,,Otto Fischer AG Haupteingang dann rechts durch Tür,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309955,,yes,,0,,,,,,,"Mo-Th 07:00-17:30; Fr 07:00-17:00, Sa-Su off",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309956,node,47.41925,8.41293,yes,,,,,,,,,,,,,,,,,,,,,,,,,2. OG Empfang,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309956,,yes,,,,,,Léon Kremer AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309957,node,47.37981,8.68245,yes,,,,,,,,,,,,,,,,,,,,,,,,,Treppenhaus hinter Arbeitsplätze / Showroom,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309957,,yes,,,,,,"Emil Frey AG, Volketswil",,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309958,node,47.45784,8.40255,,,,,,,,,,,,,,,,,,,,,,,,,,In Kantine,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309958,,yes,,,,,,Lindab AG,,,"Mo-Th 07:00-12:00, 13:00-17:00; Fr 07:00-12:00, 13:00-16:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309959,node,47.36124,8.55621,no,,,,,,,,,,,,,,,,,,,,,,,,,"Treppenhaus EG, Gang links von Lift",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309959,,yes,,,,,,Ledermann Management AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309960,node,47.50051,8.76755,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Erste Garage von rechts bei Eingang. ""Dialogannahme""",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309960,,yes,,,,,,"Mercedes-Benz Automobil AG, Zweigniederlassung Winterthur",,,Mo-Fr 07:00-17:00; Sa 09:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309961,node,47.33443,8.7986,yes,,,,,,,,,,,,,,,,,,,,,,,,,Am Teilelager vorbei rechts,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309961,,yes,,,,,,"Mercedes-Benz Automobil AG, Zweigniederlassung Wetzikon",,,Mo-Fr 07:00-18:00; Sa 07:30-12:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309962,node,47.40148,8.43748,yes,,,,,,,,,,,,,,,,,,,,,,,,,Im Durchgang Verkaufhalle zu Werkstatt,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309962,,yes,,,,,,"Mercedes-Benz Automobil AG, Zweigniederlassung NF Schlieren",,,Mo-Fr 07:30-18:00; Sa 07:00-16:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309963,node,47.35971,8.54808,no,,,,,,,,,,,,,,,,,,,,,,,,,"1.UG, Gang",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309963,,yes,,,,,,yescobs Foundation,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309964,node,47.46186,8.49035,,,,,,,,,,,,,,,,,,,,,,,,,,"Werkstatt hinten, neben Türe zum Treppenhaus",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309964,,yes,,,,,,Kaufmann Turmkrane AG,,,Mo-Fr 07:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309965,node,47.40573,8.40062,yes,,,,,,,,,,,,,,,,,,,,,,,,,"2.OG, Büro",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309965,,yes,,2,,,,Asanti AG,,,"Mo-Fr 08:00-12:00,13:00-17:30",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309967,node,47.4128,8.40152,yes,,,,,,,,,,,,,,,,,,,,,,,,,Bürogebäude 1.OG in Küche,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309967,,yes,,,,,,Renault Trucks (Schweiz) AG,,,"Mo-Fr 08:00-12:00, 13:15-17:15",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309968,node,47.50785,8.70454,yes,,,,,,,,,,,,,,,,,,,,,,,,,Halle vor Eingang Büro/Teilelager,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309968,,yes,,,,,,"Volvo Group (Schweiz) AG, Zweigniederlassung Truck Center",,,"Mo-Fr 07:30-12:00,13:00-17:15; Sa 07:00-12:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309969,node,47.44773,8.43507,yes,,,,,,,,,,,,,,,,,,,,,,,,,Eingangsbereich Kundenservice,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309969,,yes,,,,,,"Volvo Group (Schweiz) AG, Zweigniederlassung Truck Center",,,Mo-Fr 07:00-19:00; Sa 07:00-12:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309970,node,47.39414,8.42389,,,,,,,,,,,,,,,,,,,,,,,,,,Bein Eingang im Schrank links neben Herren WC,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309970,,yes,,,,,,N C AG,,,Mo-Fr 10:00-19:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309971,node,47.3794,8.49486,yes,,,,,,,,,,,,,,,,,,,,,,,,,3. Stock vor WC,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309971,,yes,,,,,,SAFS AG,,,Mo-Fr 09:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309972,node,47.43183,8.55819,no,,,,,,,,,,,,,,,,,,,,,,,,,"Aufenthatsraum, Küche",,,,in weissem Wandkasten,,,defibrillator,144,,,,,node/10763309972,,yes,,,,,,"Dachser Spedition AG, Zweigniederlassung Glattbrugg",,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309983,node,47.38272,8.66438,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Verkaufsladen, hinter Bürotische",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309983,,yes,,,,,,Emil Frey Züri-Oberland Volketswil,,,Mo-Fr 07:30-19:00; Sa 08:00-16:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309984,node,47.36571,8.54969,yes,,,,,,,,,,,,,,,,,,,,,,,,,3.OG in Büro,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309984,,yes,,,,,,EBP Schweiz AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309985,node,47.36533,8.55002,yes,,,,,,,,,,,,,,,,,,,,,,,,,"EG, beim Empfang",,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309985,,yes,,,,,,EBP Schweiz AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309986,node,47.3649,8.55077,yes,,,,,,,,,,,,,,,,,,,,,,,,,Eingang rechte Seite an Wand.,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309986,,yes,,,,,,EBP Schweiz AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309987,node,47.41049,8.54259,,,,,,,,,,,,,,,,,,,,,,,,,,Empfang rechts beim Gang,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309987,,yes,,,,,,Anyweb AG,,,Mo-Fr 08:00-18:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309988,node,47.38975,8.48651,yes,,,,,,,,,,,,,,,,,,,,,,,,,Beim Haupteingang in Lobby / Empfang,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309988,,yes,,,,,,LIVIT AG,,,"Mo-Fr 08:00-12:00, 13:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309989,node,47.35975,8.54996,,,,,,,,,,,,,,,,,,,,,,,,,,Beim Empfang im Schrank,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309989,,yes,,,,,,Nova Property Fund Management AG,,,"Mo-Fr 08:00-12:00, 13:30-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309990,node,47.27702,8.82496,yes,,,,,,,,,,,,,,,,,,,,,,,,,Eingang Schulhaus+Turnhalle,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309990,,yes,,,,,,Schule Friedheim,,,Mo-Su 08:00-21:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309991,node,47.43121,8.55552,no,,,,,,,,,,,,,,,,,,,,,,,,,In der Werkstatt,,,,schwarzer Koffer,,,defibrillator,144,,,,,node/10763309991,,yes,,,,,,Schmohl AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309992,node,47.41826,8.41629,,,,,,,,,,,,,,,,,,,,,,,,,,In der Mitte von Montagehallen,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309992,,yes,,,,,,Stoma Storenmaterial AG,,,"Mo-Th 07:00-12:00, 13:00-17:00; Fr 08:00-12:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309993,node,47.36632,8.42815,no,,,,,,,,,,,,,,,,,,,,,,,,,UG vor Pausenraum/Umkleideraum,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309993,,yes,,,,,,Koster AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309994,node,47.394911,8.4827999,,,,,Zürich,,,11,8048,Juchstrasse,,,,,,,,,,,,,,,,Empfang – Lift-rechts an der Wand / seitlich,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309994,,yes,,,,,,Koster AG,,,"Mo-Fr 07:00-12:00, 13:00-16:30",Lifetec AG Schweiz,,+41 800 122 144,,,,0332LTM,,,,,,
10763309996,node,47.45174,8.58282,,,,,,,,,,,,,,,,,,,,,,,,,,Eingangsbereich im Wandschrank.,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309996,,yes,,,,,,"Zurich, Generalagentur Reto Nussbaumer",,,"Mo-Fr 08:00-12:00, 13:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309997,node,47.22675,8.66121,yes,,,,,,,,,,,,,,,,,,,,,,,,,"Beim Empfang, um Ecke",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309997,,yes,,,,,,Stiftung Bühl,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309998,node,47.40098,8.45787,,,,,,,,,,,,,,,,,,,,,,,,,,Zwischen Büro + Produktion (Bei Empfang melden),,,,gelber Koffer,,,defibrillator,144,,,,,node/10763309998,,yes,,,,,,Küchler AG,,,"Mo-Fr 07:00-12:00, 13:00-16:30",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763309999,node,47.51652,8.59706,no,,,,,,,,,,,,,,,,,,,,,,,,,"2. OG, nach Eingang",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763309999,,yes,,,,,,TA Triumph Adler Schweiz AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310000,node,47.41783,8.41726,,,,,,,,,,,,,,,,,,,,,,,,,,Im Treppenhaus 1. OG,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310000,,yes,,,,,,Otto Schoch AG,,,"Mo-Fr 08:00-12:00, 13:00-16:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310001,node,47.37787,8.49646,yes,,,,,,,,,,,,,,,,,,,,,,,,,Beim Instruktorenbüro im Fitnessbereich,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310001,,yes,,,,,,David Gym AG,,,Mo-Fr 06:00-22:00; Sa-Su 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310002,node,47.38727,8.49666,yes,,,,,,,,,,,,,,,,,,,,,,,,,Zwischen Toiletten an Wand,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310002,,yes,,,,,,David Gym AG,,,24/7,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310003,node,47.3978308,8.4631655,yes,,,,,,,,,,,,,,,,,,,,,,,,,Bei der Reception,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310003,,yes,,,,,,David Gym AG,,,Mo-Fr 05:00-23:00; Sa-Su 08:00-20:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310004,node,47.51721,8.59188,no,,,,,,,,,,,,,,,,,,,,,,,,,"Vis a Vis Warenannahme, 1.OG (Logistik)",,,,gelber Koffer,,,defibrillator,144,,,,,node/10763310004,,yes,,,,,,Cargocare AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310005,node,47.19639,8.68015,,,,,,,,,,,,,,,,,,,,,,,,,,Showroom bei Toiletten,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310005,,yes,,,,,,Hedin Automotive Samstagern AG (Seeblick Garage),,,"Mo-Fr 06:45-18:30, Sa 08:00-16:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310006,node,47.41567,8.39982,no,,,,,,,,,,,,,,,,,,,,,,,,,"Haupteingang, links vor dem Lift",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310006,,yes,,,,,,Bernina Storen AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310007,node,47.41581,8.40003,no,,,,,,,,,,,,,,,,,,,,,,,,,"2. OG, links bei Infowand",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310007,,yes,,,,,,Bernina Storen AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310008,node,47.39,8.85951,yes,,,,,,,,,,,,,,,,,,,,,,,,,Aussenbereich bei Restaurant,,,,gelber Koffer,,,defibrillator,144,,,,,node/10763310008,,no,,,,,,Camping Saland AG,,,24/7,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310009,node,47.43226,8.45977,yes,,,,,,,,,,,,,,,,,,,,,,,,,Beim Empfang,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310009,,yes,,,,,,ASSR Antischleuderschule,,,"Mo-Fr 08:00-12:00, 13:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310010,node,47.40008,8.43851,,,,,,,,,,,,,,,,,,,,,,,,,,2. OG vor Lift,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310010,,yes,,,,,,Louis Widmer AG,,,"Mo-Fr 08:00-12:00, 13:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310011,node,47.44014,8.46164,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang- links von Türe zum Lager,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310011,,yes,,,,,,Protektor Profil GmbH,,,"Mo-Fr 07:00-12:00, 13:00-16:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310012,node,47.35762,8.70751,,,,,,,,,,,,,,,,,,,,,,,,,,Servicewerkstatt im EG,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310012,,yes,,,,,,JENOPTIK Traffic Solutions Switzerland AG,,,"Mo-Fr 08:00-12:00, 13:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310013,node,47.48463,8.70418,no,,,,,,,,,,,,,,,,,,,,,,,,,"2. OG, beim Empfang",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310013,,yes,,,,,,Gilgen Door Systems AG,,,,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310014,node,47.37076,8.54462,,,,,,,,,,,,,,,,,,,,,,,,,,2.OG;4.OG,,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310014,,yes,,,,,,Rahn & Bodmer Co.,,,Mo-Fr 08:00-17:00,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310015,node,47.44672,8.43068,,,,,,,,,,,,,,,,,,,,,,,,,,"Anlieferung LKW, Durchfahrt",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310015,,yes,,,,,,Rex-Royal AG (alt: HGZ Maschinenbau AG),,,"Mo-Fr 07:30-12:00, 13:30-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310016,node,47.37766,8.53184,yes,,,,,,,,,,,,,,,,,,,,,,,,,"EG, Eingangsbereich Treppe (ZA E0.01)",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310016,,yes,,0,,,,Zürcher Hochschule für Angewandte Wissenschaften,,,"Mo-Fr 07:00-19:00, Sa 07:00-14:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310017,node,47.3776484,8.5327338,yes,,,,,,,,,,,,,,,,,,,,,,,,,"EG, Treppe (ZL E0.00.2)",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310017,,yes,,0,,,,Zürcher Hochschule für Angewandte Wissenschaften,,,"Mo-Fr 07:00-21:30, Sa 07:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310018,node,47.37788,8.53225,yes,,,,,,,,,,,,,,,,,,,,,,,,,"EG, Treppe (ZL E0.00.6)",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310018,,yes,,0,,,,Zürcher Hochschule für Angewandte Wissenschaften,,,"Mo-Fr 07:00-21:30, Sa 07:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310019,node,47.3903201,8.5116,yes,,,,,,,,,,,,,,,,,,,,,,,,,"9.OG, Korridor (ZT 9.T); und 7.OG, Korridor (ZT 7.T)",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310019,,yes,,7,,,,Zürcher Hochschule für Angewandte Wissenschaften,,,"Mo-Sa 07:00-21:00, Su 07:00-17:00",Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310020,node,47.2190297,8.6882993,yes,,,,,,,,,,,,,,,,,,,,,,,,,"EG Korridor, RC E0.60",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310020,,yes,,0,,,,Zürcher Hochschule für Angewandte Wissenschaften,,,Mo-Fr 07:00-17:15,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310021,node,47.2192244,8.6876393,yes,,,,,,,,,,,,,,,,,,,,,,,,,"1.OG Foyer, RT 143",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310021,,yes,,1,,,,Zürcher Hochschule für Angewandte Wissenschaften,,,Mo-Fr 07:00-17:15,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310022,node,47.2201264,8.6863662,private,,,,,,,,,,,,,,,,,,,,,,,,,"EG, vor Aufenthalt (RU 100.3)",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310022,,yes,,1,,,,Zürcher Hochschule für Angewandte Wissenschaften,,,Mo-Fr 07:00-17:15,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
10763310023,node,47.2252525,8.6789129,yes,,,,,,,,,,,,,,,,,,,,,,,,,"EG Foyer, RA E0.61",,,,oranger Koffer,,,defibrillator,144,,,,,node/10763310023,,yes,,0,,,,Zürcher Hochschule für Angewandte Wissenschaften,,,Mo-Fr 07:00-17:15,Lifetec AG Schweiz,,+41 800 122 144,,,,,,,,,,
