osm_id,osm_type,lat,lon,access,access:conditional,access:note,addr:city,addr:city:de,addr:city:fr,addr:country,addr:floor,addr:full,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:street:de,addr:street:fr,air_conditioning,amenity,bicycle,branch,brand,brand:wikidata,building,check_date,check_date:opening_hours,check_in,colour,contact:addr,contact:addr:full,contact:email,contact:emergency,contact:mobile,contact:phone,contact:website,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,description,elevator,email,emergency,emergency:phone,emergency_telephone_code,entrance,fixme,floor,foot,id,image_1,image_2,indoor,internet_access,latitude,level,location,longitude,motor_vehicle,name,note,opening_hours,operator,outdoor,outdoor_seating,phone,phone:CH,planned:tourism,postal_code,ref,seasonal,source,support,survey:date,tourism,website,wheelchair,wikimedia_commons
8772808321,node,47.1100312,7.2671694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hindergartenstrasse 19,,,Im Auto,,,defibrillator,144,,,,,,node/8772808321,,,yes,,,,,,,,,24/7,Privatperson,,,+41 78 679 18 50,,,,,,,,,,,,
8775966617,node,47.0169355,7.6612928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im Gebäude Warenannahme/Logistik Meister & Cie AG,,,,,,defibrillator,144,,,,,,node/8775966617,,,yes,,,,,,,,,Mo-Fr 08:00-16:00,Firma Meister & Cie AG,,,+41 34 460 55 55,,,,,,,,,,,,
8775966618,node,47.015703,7.661148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang Verwaltungsgebäude der Meister & Cie AG,,,,,,defibrillator,144,,,,,,node/8775966618,,,yes,,,,,,,,,Mo-Fr 08:00-16:00,Firma Meister & Cie AG,,,+41 34 460 55 55,,,,,,,,,,,,
8790846217,node,46.812189,7.5832366,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an Fassade beim Eingang zum Golfplatz,,,,,,defibrillator,144,,,,,,node/8790846217,,,no,,,,,,,,,24/7,Golf Club Aaretal,,,+41 31 782 00 00,,,,,,,,,,,,
8809163445,node,47.2047345,7.6687238,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vor Eingang an der Wand,,,,,,defibrillator,144,,,,,,node/8809163445,,,no,,,0,,,,,,24/7,schule-aare-oenz.ch,,,+41 62 961 15 51,,,,,,,,,,,no,
8809163453,node,47.2167919,7.6587088,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im Gebäude vor Eingang Gemeindeverwaltung,,,,,,defibrillator,144,,,,,,node/8809163453,,,yes,,,0,,,,,,Mo-Fr 09:00-17:00,Gemeinde Wangenried,,,+41 32 631 14 92,,,,,,,,,,,yes,
8821114006,node,47.2352686,7.6550991,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/8821114006,,,yes,,,1,,,,,,Mo 16:30-18:30; Tu-Fr 09:30-12:00,Gemeinde Wangen an der Aare,,,+41 32 631 50 70,,,,,,,,,,https://www.wangen-a-a.ch,limited,
8829595670,node,46.9262172,7.5625306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingangsbereich Bad links,,,,,,defibrillator,144,,,,,,node/8829595670,,,yes,,,0,,,,,,,,,,,,,,,,,,,,,,
8848329917,node,46.6622336,7.8618995,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raiffeisenbank, Lehngasse 16, 3812 Wilderswil",,,In hellgrüner Metallbox aussen neben Geldautomat,,,defibrillator,144,,,,,,node/8848329917,,,no,,,,,,,,,24/7,Gemeinde,,,,,,,,,,,,,,,
8850214651,node,46.9190213,7.40984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/8850214651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8851322533,node,47.285507,7.4550497,yes,,,Corcelles,,,,,,,27,,2747,Clos-la Jus,,,,,,,,,,,,,,,,,,,,,,Bâtiment de l’administration communale,,,,,,defibrillator,144,,,,,,node/8851322533,,,,,,,,,,,,24/7,Commune de Corcelle,,,+41 32 499 90 70,,,,,,,,,,,limited,
8852669266,node,46.9497688,7.4449781,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wenn man den Haupteingang vom Waisenhausplatz aus (einziger zugänglicher Eingang) bei der NMS benützt, den Gang geradeaus läuft und dann am Ende des Flurs auf der linken Seite hängt an der Wand der Defibrillator (ca. vis-à-vis von den Toiletten).",,,,,,defibrillator,144,,,,,,node/8852669266,,,yes,,,,,,,,,Mo-Fr 07:00-18:00,Schule NMS Bern,,,+41 31 310 85 85,,,,,,,,,,,,
8865680197,node,46.9472476,7.4398409,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernmobil Büro, 2. Stock",,,,,,defibrillator,144,,,,,,node/8865680197,,,yes,,,2,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-17:00,Bernmobil,,,+41 31 321 88 44,,,,,,,,,,,,
8865680198,node,46.9427529,7.429212,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Busgarage Bernmobil, vor Warenlift",,,,,,defibrillator,144,,,,,,node/8865680198,,,yes,,,,,,,,,Mo-Su 04:00-02:00,Bernmobil,,,,,,,,,,,,,,,
8867614530,node,46.9196032,7.4112848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/8867614530,,,yes,,,,,,,,,,Freibad Köniz,,,,,,,,,,,,,,,
8867695273,node,46.9283426,7.4517693,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neben dem WC,,,,,,defibrillator,144,,,,,,node/8867695273,,,yes,,,1,,,,,,,Bundesamt für Landestopografie swisstopo,,,,,,,,,,,,,,yes,
8869295823,node,46.9418384,7.4362894,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In corridor left behind entrance area / Im Gang hinter Eingangsbereich links,,,,,,defibrillator,144,,,,,,node/8869295823,,,yes,,,0,,,,,,,,,,,,,,,,,,,,,limited,
8869353118,node,46.9493084,7.4402198,,,,,,,,,,,,,,,,,,,,,,,,,,,lime,,,,,,,,,"In der Migros auf der 1. Etage, rechts bei der zweiten automatischen Tür (Ausgang).",,,,,,defibrillator,144,,,,,,node/8869353118,,,yes,,,1,,,,,,,,,,,,,,,,,,,,,,
8870268945,node,46.924831,7.5458948,yes,,,Rüfenacht,,,,,,,20,,3075,Maurmöslistrasse,,,,,,,,,,,,,,,,,,,,,,Linke Seite Eingang Schreinerei,,,Öffentlich zugänglicher Defibrillator,,,defibrillator,144,,,,,,node/8870268945,,,,,,,,,,,,24/7,Thomas Leiser Holzwerkstatt,,,+41 318398743,,,,,,,,,,,,
8872030226,node,46.9310744,7.4197902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geradeaus beim Haupteingang rechts neben dem Lift bei Treppen nach unten, links an der Wand im Empfangsbüro.",,,,,,defibrillator,144,,,,,,node/8872030226,,,yes,,,,,,,,,,Berner Kantonalbank,,,,,,,,,,,,,,,
8908204213,node,46.9209336,7.4145808,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linker Teil Aussenwand Schlossschüür,,,,,,defibrillator,144,,,,,,node/8908204213,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
8909965344,node,47.0083247,7.5114573,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Militärbaracke Schiessplatz Sand,,,7x24,,,defibrillator,144,,,,,,node/8909965344,,,no,,,,,,,,,,Armee,,,,,,,,,,,,,,,
8918934317,node,46.6847607,7.8886852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoll KOSIT,,,,,,defibrillator,144,,,,,,node/8918934317,,,yes,,,,,,,,,mo-fr : 08:00-17:00,Zoll,,,,,,,,,,,,,,,
8921660233,node,47.0657502,7.5991676,yes,,,Burgdorf,,,,,,,5,,3400,Buchmattstrasse,,,,,,,,,,,,,,,,,,,,,,Der Defi hängt an der Gebäudefassade an der Westfassade der Garage. Er ist beim Betreten des Areal am anderen Ende des Hauptgebäudes aussen sichtbar montiert.,,,,,,defibrillator,144,,,,,,node/8921660233,,,no,,,,,,,,,24/7,Etavis Beutler AG,,,+41 34 421 44 44,,,,,,,,,,,,
8959998270,node,46.9468066,7.3950952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kassenbereich Migros. Vom Eingang her links rein.,,,,,,defibrillator,144,,,,,,node/8959998270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8964071103,node,46.9489531,7.4400753,yes,,,,,,,,,,,,,,,,,,,,,,,2021-07-29,,,,,,,,,,,,Am mittleren Pfeiler beim Treffpunkt (unterste Etage der Bahnhofshalle),,,,,,defibrillator,144,,,,,,node/8964071103,,,yes,,,-1,,,,,,24/7,Bahnhof Bern (Treffpunkt),,,,,,,,,,,,,,,
8971620558,node,46.6656026,7.8692457,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bahnhof Wilderswil, rechts neben dem Eingang zur Verkaufsstelle",,,,,,defibrillator,144,,,,,,node/8971620558,,,no,,,0,,,,,,24/7,Berner Oberland-Bahn,,,+41 33 828 79 36,,,,,,,,,,,limited,
8974648729,node,46.5174044,7.3113024,yes,,,Saanenmöser,,,,,,,29,,3777,Bahnhofstrasse,,,,,,,,,,,,,,,,,,,,,,Westseite des Gebäudes,,,,,,defibrillator,144,,,,,,node/8974648729,,,no,,,,,,,,,24/7,Bahnhof Saanenmöser MOB,,,+41 21 989 81 90,,,,,,,,,,,,
8979429617,node,46.9474651,7.4433775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3. OG, Empfang v.FISCHER INVESTAS",,,,,,defibrillator,144,,,,,,node/8979429617,,,yes,,,,,,,,,"Mo-Fr 08:00-12:00,13:30-17:00",,,,+41313202727,,,,,,,,,,,,
8984777842,node,46.9451918,7.4430558,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aussen am Gebäude der Talstation der Marzilibahn,,,,,,defibrillator,144,,,,,,node/8984777842,,,no,,,0,outdoor,,,,,24/7,Drahtseilbahn Marzili-Stadt Bern AG,,,,,,,,,,,,,,no,
8984806187,node,46.8681112,7.6278987,yes,,,Freimettigen,,,,,,,3,,3510,Schulhausstrasse,,,,,,,,,,,,,,,,,,,,,,Haupteingang Schulhaus an Fassade aussen rechts neben Tür.,,,,,,defibrillator,144,,,,,,node/8984806187,,,no,,,,,,,,,24/7,,,,,,,,,,,,,,,,
8988581617,node,46.967023,7.376505,permissive,,,,,,,,,,,,,,,,,,,,,,,,2021-09-24,,,,,,,,,,,Beim Kundendienst Migros Chappelemärit,,,Während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/8988581617,,,yes,,,,,,,,,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 07:30-17:00; Su,PH off",Migros,,,,,,,,,,,,,,,
8988608418,node,46.9316798,7.4351111,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UniZiegler 1.Stock links BeSiC-Schulungszentrum,,,Nur während Kursbetrieb verfügbar (klingeln!),,,defibrillator,144,,,,,,node/8988608418,,,yes,,,,,,,,,,BeSiC - Berner Simulations- und CPR-Zentrum,,,+41316322722,,,,,,,,,,,,
8991131617,node,47.0218767,7.5103035,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AZU Eingang Grubenstrasse 107,,,währed öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/8991131617,,,yes,,,,,,,,,,AZU AS Aufzüge,,,+41792027482,,,,,,,,,,,,
8998106117,node,46.944006,7.473604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRG Gebäude,,,,,,defibrillator,144,,,,,,node/8998106117,,,yes,,,,,,,,,Mo-Fr 07:30-17:30,SRG,,,+41581373111,,,,,,,,,,,,
8998375695,node,46.9566258,7.4573984,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beim Eingang im Glasbüro Empfang links,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/8998375695,,,yes,,,,,,,,,,Empfang MBE,,,+41 31 633 87 00,,,,,,,,,,,,
9002991110,node,46.6222068,7.6810269,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,im Korridor rechts über der Kaffeemaschine,,,nur bei Anwesenheit Bewohner verfügbar,,,defibrillator,144,,,,,,node/9002991110,,,yes,,,,,,,,,,MP-Praktikum Odermatt AG / Odermatt Wendel,,,+41 33 676 18 19,,,,,,,,,,,,
9006190804,node,47.0168522,7.4930849,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In toilet corridor behind Migros Restaurant 2nd floor / In WC-Gang hinter Migros Restaurant OG2,,,,,,defibrillator,144,,,,,,node/9006190804,,,yes,,,2,,,,,,Mall opening times / Öffnungszeiten Einkaufszentrum,,,,,,,,,,,,,,,yes,
9006190805,node,47.0160793,7.4935582,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inside mall, next to P5/P7 exit ground floor / Im Einkaufszentrum neben Ausgang P5/P7, EG",,,,,,defibrillator,144,,,,,,node/9006190805,,,yes,,,0,,,,,,Mall opening times / Öffnungszeiten Einkaufszentrum,,,,,,,,,,,,,,,yes,
9006290768,node,47.0190838,7.486763,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inside lifeguard's office / Im Badmeisterbüro,,,,,,defibrillator,144,,,,,,node/9006290768,,,yes,,,0,,,,,,,Strandbad Moossee,,,,,,,,,,,,,,limited,
9012947317,node,46.4548796,7.4383309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9012947317,,,yes,,,,,,,,,,"Restaurant Chalet Lenk, Pascal Gatschet",,,+41 32 331 22 70,,,,,,,,,,,,
9012951913,node,46.4665493,7.4328813,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defibrillator,144,,,,,,node/9012951913,,,yes,,,,,,,,,24/7,,,,+41 32 331 22 70,,,,,,,,,,,,
9019542019,node,46.9583922,7.471239,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haupteingang Bolligenstrasse 82, Erdgeschoss, beim BMA-Tableau platziert",,,,,,defibrillator,144,,,,,,node/9019542019,,,yes,,,,,,,,,Mo-Sa 06:00-19:00,Flaviano Medici,,,+41 79 300 82 41,,,,,,,,,,,,
9022645617,node,46.938457,7.4376838,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EG, Eingangshalle",,,,,,defibrillator,144,,,,,,node/9022645617,,,yes,,,,,,,,,Mo-Fr 07:30-17:00,Implenia Schweiz AG,,,+41 58 474 76 76,,,,,,,,,,,,
9029728217,node,46.9286509,7.4493608,,,,Wabern,,,CH,,,,208,,3084,Kirchstrasse,,,,,,,,,,,,,,,,,,,,,,Im Vorraum der Kirche rechts an der Wand,,,,,,defibrillator,144,,,,,,node/9029728217,,,yes,,,,,,,,,,ref. Kirche Wabern,,,,,,,,,,,,,,,
9045489039,node,46.9368009,7.432711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In der Apotheke,,,,,,defibrillator,144,,,,,,node/9045489039,,,yes,,,,,,,,,"Mo-Fr 08:00-12:30, 14:00-18:30; Sa 08:00-16:00",Claudia Thalmann,,,+41 31 371 33 82,,,,,,,,,,,,
9048052517,node,46.9400996,7.3892466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Behandlungsraum Ergo, EG",,,Während Praxiszeiten verfügbar,,,defibrillator,144,,,,,,node/9048052517,,,yes,,,,,,,,,Mo-Fr 8:00 - 17:00,,,,,,,,,,,,,,,,
9060671317,node,46.9295946,7.4215867,yes,,,Liebefeld,,,,,,,157,,3097,Schwarzenburgstrasse,,,,,,,,,,,,,,,,,,,,,,"An der Bündenackerstrasse, Anlieferung BAG, gegenüber Liebefeldpark",,,,,,defibrillator,144,,,,,,node/9060671317,,,no,,,,,,,,,24/7,Bundesamt für Gesundheit BAG,,,+41584650874,,,,,,,,,,,,
9062276872,node,47.1612478,7.2922296,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enter Jumbo. It is right left on the other side of the big sliding entrance. Gray box wall mounted.,,,,,,defibrillator,144,,,,,,node/9062276872,,,yes,,,0,,,,,,Mo-We 08:30-19:00; Th 08:30-20:00; Fr 08:30-21:00; Sa 08:00-17:00,Jumbo,,,,,,,,,,,,,,limited,
9062305414,node,46.9677852,7.3793186,yes,,,,,,,,,,,,,,,,,,,,,,,2021-09-04,,,,,,,,,,,,Links neben Eingang Polizei,,,,,,defibrillator,144,,,,,,node/9062305414,,,no,,,,,,,,,24/7,,,,,,,,,,,,,,,,
9078792838,node,47.2752877,7.3999585,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mur extérieur de la protection civil côté route d'accès au village,,,,,,defibrillator,144,,,,,,node/9078792838,,,no,,,,,,,,,24/7,Gemeinde Eschert,,,+41 32 493 40 91,,,,,,,,,,,,
9081342762,node,46.9977199,7.1438786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beim oberen Eingang der Turnhalle,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9081342762,,,yes,,,,,,,,,,Gemeinde Müntschemier,,,+41 32 313 17 72,,,,,,,,,,,,
9081342763,node,47.0003322,7.1469464,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Links neben Haupteingang der Zivilschutzanlage,,,,,,defibrillator,144,,,,,,node/9081342763,,,yes,,,,,,,,,24/7,Gemeinde Müntschemier,,,+41 32 313 17 72,,,,,,,,,,,,
9081342764,node,46.9953381,7.1514465,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordseite des Bauernhauses in Aussentoilette (weisser Vorbau). Defi ist signalisiert.,,,,,,defibrillator,144,,,,,,node/9081342764,,,yes,,,,,,,,,24/7,Marco Etter,,,+41 79 380 74 88,,,,,,,,,,,,
9089247071,node,46.977743,7.4355085,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindezentrum: Beim Haupteingang,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9089247071,,,yes,,,,,,,,,,Gemeindeverwaltung Bremgarten,,,+41 31 306 64 64,,,,,,,,,,,,
9089247072,node,46.9767873,7.436173,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Oberstufe: Vor den Garderoben im 1. UG,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9089247072,,,yes,,,,,,,,,,Gemeindeverwaltung Bremgarten,,,+41 31 306 64 64,,,,,,,,,,,,
9089247073,node,46.9760827,7.4382873,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus Unterstufe: Vor dem Turnhalleneingang,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9089247073,,,yes,,,,,,,,,,Gemeindeverwaltung Bremgarten,,,+41 31 306 64 64,,,,,,,,,,,,
9095087117,node,46.8176911,7.3395344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Migros,,,,,,defibrillator,144,,,,,,node/9095087117,,,yes,,,,,,,,,Mo-Fr 08:00-19:00; Sa 07:30-17:00,Migros,,,,,,,,,,,,,,,
9097083413,node,46.9750913,7.4375428,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migros bei den Kassen / Kalchackermärit,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9097083413,,,yes,,,,,,,,,,Migros Aare,,,+41585673150,,,,,,,,,,,,
9097102110,node,47.052246,7.6241216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis 1. OG links,,,,,,defibrillator,144,,,,,,node/9097102110,,,yes,,,,,,,,,"Mo-Fr 07:30-12:30, 13:30-18:00",Dr. med. Ernst und Elisabeth Schürch,,,+41 34 423 03 23,,,,,,,,,,,,
9100586981,node,47.0284102,7.5574377,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulhaus. Links neben dem Haupteingang.,,,,,,defibrillator,144,,,,,,node/9100586981,,,no,,,,,,,,,24/7,Einwohnergemeinde Krauchthal,,,+41 34 411 80 80,,,,,,,,,,,,
9100586982,node,47.0097648,7.5885332,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zivilschutzanlage. Rechts neben dem Haupteingang,,,,,,defibrillator,144,,,,,,node/9100586982,,,no,,,,,,,,,24/7,Einwohnergemeinde Krauchthal,,,+41 34 411 80 80,,,,,,,,,,,,
9100586983,node,47.0075634,7.5652413,yes,,,Krauchthal,,,,,,,,,3326,Länggasse 20,,,,,,,,,,,,,,,,,,,,,,Museum. Links neben dem Eingang,,,,,,defibrillator,144,,,,,,node/9100586983,,,no,,,,,,,,,24/7,Einwohnergemeinde Krauchthal,,,+41 34 411 80 80,,,,,,,,,,,,
9100586984,node,46.9994065,7.5408094,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zivilschutzanlage. Links neben dem Haupteingang,,,,,,defibrillator,144,,,,,,node/9100586984,,,no,,,,,,,,,24/7,Einwohnergemeinde Krauchthal,,,+41 34 411 80 80,,,,,,,,,,,,
9105333717,node,46.7769178,7.5826595,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eingang Glütschbachareal (Altes Portierhaus) Aussenfassade gegen Strasse, vor Tor",,,lmmer zugänglich,,,defibrillator,144,,,,,,node/9105333717,,,no,,,,,,,,,24/7,???,,,,,,,,,,,,,,,
9105937398,node,46.9278146,7.4460484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gurtenbahn Talstation im Kassenraum,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9105937398,,,yes,,,,,,,,,,Gurtenbahn AG,,,+41 31 961 23 23,,,,,,,,,,,,
9105953672,node,46.919532,7.4396787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nach Eingang zu Bahn, nicht Gebäude",,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9105953672,,,yes,,,,,,,,,,Gurtenbahn AG,,,+41 31 961 23 23,,,,,,,,,,,,
9111725017,node,47.0637743,7.6086455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asic Robotics AG Umkleide,,,während Betriebszeiten verfügbar,,,defibrillator,144,,,,,,node/9111725017,,,yes,,,,,,,,,Mo-Fr: 08:00 - 17:00,Asic Robotics AG,,,+41344204242,,,,,,,,,,,,
9136165483,node,46.9567693,7.4957347,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-30,,,,,,,,,,,Rechts vor dem Migros-Kundendienst,,,,,,defibrillator,144,,,,,,node/9136165483,,,yes,,,0,,,,,,"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 07:30-17:00; Su,PH closed",,,,,,,,,,,,,,,,
9139434717,node,46.9408146,7.4142356,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 stock technomag,,,nur mo-fr,,,defibrillator,144,,,,,,node/9139434717,,,yes,,,,,,,,,,technomag firma,,,,,,,,,,,,,,,
9141272959,node,47.0140221,7.7332516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Gebäude,,,,,,defibrillator,144,,,,,,node/9141272959,,,yes,,,,,,,,,,Haflinger Zentrum AG,,,,,,,,,,,,,,,
9153662522,node,47.0672728,7.6042128,yes,,,Burgdorf,,,,,,,209,,3400,Kirchbergstrasse,,,,,,,,,,,,,,,,,,,,,,Treppenhaus Gebäude Eingang Südseite,,,,,,defibrillator,144,,,,,,node/9153662522,,,yes,,,0,,,,,,Mo-Fr 07:00-16:00,Naturex AG,,,+41 34 428 54 71,,,,,,,,,,,,
9165400417,node,46.4951042,7.6699724,yes,,,Kandersteg,,,,,,,22,,3718,Bahnhofstrasse,,,,,,,,,,,,,,,,,,,,,,"Büvette, Verladerampe Kandersteg bei den WC`s",,,während zugbetrieb,,,defibrillator,144,,,,,,node/9165400417,,,no,,,,,,,,,24/7,BLS AG,,,,,,,,,,,,,,,
9207275554,node,47.1362715,7.2486699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Stock - Bereich Mitarbeitende,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9207275554,,,yes,,,,,,,,,,Abteilung Soziales Biel,,,+41 32 326 25 41,,,,,,,,,,,,
9207277698,node,47.1361967,7.2486779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erdgeschoss Empfangshalle,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9207277698,,,yes,,,,,,,,,,Abteilung Soziales Biel,,,+41 32 326 25 41,,,,,,,,,,,,
9215589334,node,47.0490837,7.6290272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rampe runter, nach 10m Rechts neben dem Feuerlöscher",,,,,,defibrillator,144,,,,,,node/9215589334,,,yes,,,,,,,,,Mo-Fr 07:00-17:00,Lukas Graf,,,+41 79 299 86 93,,,,,,,,,,,,
9218989600,node,47.187998,7.7055307,yes,,,Herzogenbuchsee,,,,,,,2a,,3360,Bernstrasse,,,,,,,,,,,,,,,,,,,,,,Der Defibrillator befindet sich an der Aussenseite des Gebäudes (Seite zur Gemeindeverwaltung).,,,,,,defibrillator,144,,,,,,node/9218989600,,,no,,,,,,,,,24/7,Gemeindeverwaltung Herzogenbuchsee,,,+41 62 956 51 11,,,,,,,,,,,,
9236323617,node,46.9561488,7.5085558,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einstellhalle,,,Einstellhalle,,,defibrillator,144,,,,,,node/9236323617,,,yes,,,,,,,,,,Wohnbaugenossenschaft Bantiger,,,,,,,,,,,,,,,
9238121155,node,47.0219038,7.5110422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Der Defibrillator befindet sich im Büro hinter der Eingangstüre beim Lift.,,,während Öffnungszeiten verfügbar,,,defibrillator,144,,,,,,node/9238121155,,,yes,,,,,,,,,,Axept Buisness Software AG,,,+41 58 871 94 10,,,,,,,,,,,,
9245642792,node,46.9539586,7.433125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Im 1. OG rechts,,,,,,defibrillator,144,,,,,,node/9245642792,,,yes,,,,,,,,,Mo-Fr 07:30-16:30,SPITEX BERN,,,+41 31 388 50 50,,,,,,,,,,,,
9245642793,node,46.945174,7.3909755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,im 1. OG links bei Empfang,,,,,,defibrillator,144,,,,,,node/9245642793,,,yes,,,,,,,,,Mo-Fr 06:30-16:30,SPITEX BERN,,,+41 31 388 50 50,,,,,,,,,,,,
9245662450,node,46.9356345,7.4635765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haupteingang SPITEX BERN,,,,,,defibrillator,144,,,,,,node/9245662450,,,yes,,,,,,,,,Mo-Fr 07:30-17:00,SPITEX BERN,,,+41 31 388 50 50,,,,,,,,,,,,
